"REALINC","REALRINC","WRKSTAT","HRS1","WRKSLF","OCC10","INDUS10","MARITAL","DIVORCE","WIDOWED","SPWRKSTA","SPWRKSLF","SPOCC10","SPIND10","PAWRKSLF","PAOCC10","SIBS","CHILDS","AGE","EDUC","PAEDUC","MAEDUC","SPEDUC","SEX","RACE","RES16","REG16","MOBILE16","FAMILY16","INCOM16","BORN","PARBORN","GRANBORN","HOMPOP","BABIES","PRETEEN","TEENS","ADULTS","UNRELAT","EARNRS","REGION","RELIG","ATTEND","RELIG16","FUND16","SPREL","RACLIVE","HEALTH","WKSUB","WKSUBS","WKSUP","UNEMP","OWNGUN","PHONE","PARTNERS","PASEI10","PRESTG10","SEI10","SPPRES10","SPSEI10","YEAR","ID_","CLASS_","UNION_","ETH1"
22919,18094,"1",40,0,"83","90","1",0,0,"1",0,"90","90",0,"14",2,2,35,15,12,10,9,1,"3","5","9","3","1",3,1,"1","4",4,2,0,0,2,0,2,"9","2",1,"2","2","1",0,"2",1,1,0,1,"1",3,1,68,32,13.2,45,46.6,1988,"1072","2","1","17"
43426,10857,"2",25,1,"42","32","1",0,0,"1",0,"32","32",0,"60",2,3,34,16,14,12,16,1,"1","6","8","1","2",3,1,"0","2",5,3,0,0,2,0,2,"8","4",1,"2","2","4",0,"1",0,NA,0,1,"1",3,1,62.4,37,18.6,64,84.2,1988,"1082","3","4","34"
43426,36189,"1",50,0,"12","22","1",0,0,"7",0,"22","22",0,"23",3,2,31,16,18,14,17,1,"1","6","0","3","1",4,1,"0","0",4,1,1,0,2,0,2,"8","1",7,"1","1","1",1,"1",1,0,NA,1,"2",3,NA,75.5,53,69.3,74,84.5,1988,"1086","3","4","24"
31364,10857,"1",40,0,"51","47","1",0,0,"1",0,"47","47",0,"48",3,2,43,12,12,12,16,0,"1","3","2","3","1",2,1,"0","0",4,0,0,1,3,0,4,"8","1",6,"1","1","1",1,"2",1,1,0,0,"2",3,1,57.8,40,33.4,38,43,1988,"1089","3","4","11"
43426,26538,"1",60,1,"47","57","1",0,0,"1",0,"57","57",0,"47",9,0,32,12,16,14,13,1,"1","5","3","3","1",3,1,"0","2",2,0,0,0,2,0,2,"8","2",7,"2","2","2",1,"1",1,1,1,0,"2",3,1,21.6,38,43,47,38.8,1988,"1099","3","4","14"
13269,13269,"1",40,0,"20","20","1",0,0,"7",0,"20","20",0,"89",4,4,37,13,12,14,12,1,"1","5","9","3","1",3,1,"0","0",6,1,3,0,2,0,1,"8","1",7,"1","1","1",1,"2",1,1,0,0,"2",3,1,26.8,44,43.8,44,43.8,1988,"1106","2","1","7"
43426,7238,"2",30,0,"40","37","1",0,0,"1",0,"37","37",0,"20",5,6,48,12,14,12,16,0,"1","5","9","3","3",2,1,"0","0",3,0,0,1,2,0,2,"8","1",7,"1","1","1",0,"2",0,NA,1,0,"1",3,1,65.3,38,27,66,72.6,1988,"1116","3","4","8"
8685,NA,"7",NA,0,"57","42","1",0,0,"1",0,"42","42",1,"20",4,4,72,12,12,12,16,0,"1","3","8","2","1",3,1,"0","0",3,0,0,1,2,0,2,"8","1",7,"1","1","1",0,"2",1,1,0,0,"1",3,0,39.9,47,38.8,24,20.7,1988,"1117","3","4","8"
26538,22919,"1",75,0,"78","86","1",0,0,"1",0,"86","86",0,"78",3,2,33,14,9,8,12,1,"1","4","2","1","3",1,1,"1","3",4,2,0,0,2,0,2,"2","1",6,"1","3","1",0,"3",1,1,1,1,"2",3,1,18.8,45,19.7,43,66.2,1988,"1133","1","1","14"
53077,483,"1",30,1,"49","12","1",0,0,"1",NA,"12","12",0,"62",4,3,37,14,13,9,18,0,"1","1","2","2","1",3,1,"0","0",2,0,0,0,2,0,2,"2","4",3,"4","3","2",0,"2",1,1,0,1,"1",3,1,28.7,49,56.9,56,85,1988,"1136","3","4",NA
20507,6273,"1",55,1,"20","43","1",0,0,"2",0,"43","43",1,"20",4,4,69,12,7,8,12,1,"1","2","3","1","1",1,1,"0","0",2,0,0,0,2,0,2,"3","1",5,"1","1","1",0,"3",0,NA,1,0,"1",3,1,39.9,46,39.9,39,67.7,1988,"1166","2","4","8"
NA,NA,"1",24,0,"77","23","1",1,0,"1",0,"23","23",0,"77",1,2,44,13,13,13,19,0,"1","4","3","2","1",4,1,"0","2",4,0,0,1,3,0,2,"3","1",3,"1","3","1",0,"2",1,1,0,0,"1",3,1,46.5,50,46.5,64,82.5,1988,"1176","3","4","11"
18094,15682,"1",60,0,"62","36","1",0,0,"1",0,"36","36",0,"60",2,3,34,12,NA,NA,14,1,"1","1","3","2","1",1,1,"0","0",5,1,2,0,2,0,2,"3","1",7,"1","1","1",0,"2",1,1,0,1,"1",3,1,14,28,25.2,48,24.2,1988,"1179","2","4","14"
31364,15682,"1",66,0,"80","62","1",0,0,"4",0,"62","62",1,"20",5,1,30,16,12,12,16,0,"1","2","4","2","1",2,1,"0","2",3,1,0,0,2,0,2,"4","2",6,"2","2","2",0,"2",0,NA,0,1,"2",3,1,39.9,60,76.3,49,46,1988,"1186","3","4","11"
36189,20507,"1",50,0,"91","77","1",0,NA,"1",0,"77","77",1,"62",5,2,29,12,12,12,12,1,"1","3","4","1","1",3,1,"0","0",4,1,1,0,2,0,2,"4","2",3,"2","2","2",0,"2",1,1,1,1,"1",3,1,23,35,32,35,25,1988,"1187","2","4","11"
10857,1930,"2",10,0,"39","12","1",0,0,"5",0,"12","12",0,"89",4,2,62,12,5,0,12,0,"1","3","3","1","1",4,1,"2","4",3,0,0,0,3,0,2,"3","2",7,"2","2","2",0,"2",1,1,0,0,"1",3,1,26.8,38,27,53,69.3,1988,"1224","2","4","6"
53077,43426,"1",40,0,"92","23","1",0,0,"1",0,"23","23",0,"73",12,3,44,12,7,8,13,1,"1","3","6",NA,"3",2,1,"0","0",5,0,1,1,3,0,2,"6","1",6,"1","1","1",0,"1",1,1,0,0,"1",3,1,42.8,59,60.4,61,71.7,1988,"1269","2","1",NA
18094,NA,"7",NA,0,"57","37","1",0,0,"1",0,"37","37",0,"89",2,2,31,12,6,12,12,0,"1","2","5","2","1",2,1,"0","0",4,2,0,0,2,0,1,"5","1",7,"1","2","1",1,"2",1,1,1,1,"1",3,1,26.8,47,38.8,57,59,1988,"1288","2","4",NA
18094,18094,"1",39,0,"62","42","1",0,0,"2",0,"42","42",1,"62",5,2,32,9,6,10,12,1,"1","3","7","1","1",3,1,"0","1",4,0,2,0,2,0,2,"7","1",5,"1","1","1",0,"2",0,NA,1,0,"1",3,0,28.7,49,46,25,12.6,1988,"1305","3","4","11"
31364,1930,"2",20,0,"23","62","1",0,0,"1",0,"62","62",0,"91",6,2,41,12,NA,9,12,0,"1","1","7","1","1",1,1,"0","0",3,0,1,0,2,0,2,"7","1",6,"1","1","1",0,"1",1,0,0,0,"1",3,1,28.5,61,80.9,49,46,1988,"1307","3","4","14"
10857,NA,"2",20,0,"72","42","1",0,0,"3",0,"42","42",0,"62",3,1,25,12,12,8,12,1,"1","1","7",NA,"3",1,1,"0","0",3,1,0,0,2,0,2,"7","1",5,"1","1","1",0,"1",1,0,0,1,"1",4,1,28.7,45,31.2,24,20.7,1988,"1308","2","4","14"
31364,18094,"1",49,0,"86","23","1",1,0,"1",0,"23","23",1,"62",2,3,51,12,6,11,17,1,"1","3","5","3","1",3,1,"0","0",4,0,0,2,2,0,3,"7","1",3,"1","1","1",0,"3",1,1,1,1,"1",3,1,46,47,50,59,75.5,1988,"1309","2","4","30"
26538,10857,"1",48,0,"51","38","1",1,0,"1",0,"38","38",0,"60",4,2,27,11,10,12,11,0,"1","2","7","2","1",2,1,"0","0",4,1,1,0,2,0,2,"7","1",1,"1","1","1",1,"2",1,0,0,0,"1",3,1,14,45,38.3,60,65.3,1988,"1322","3","4",NA
13269,13269,"1",70,1,"60","57","1",0,0,"7",0,"57","57",0,"72",0,4,38,9,6,11,12,1,"1","3","7","2","1",2,1,"0","0",5,0,1,2,2,0,5,"7","1",7,"1","1","1",1,"1",0,NA,1,1,"1",3,1,39.2,27,14,47,38.8,1988,"1331","3","4","8"
13269,10857,"1",35,0,"46","96","1",1,0,"1",0,"96","96",0,"91",0,0,27,12,8,12,10,0,"1","3","7","2","1",3,1,"0","0",2,0,0,0,2,0,2,"7","1",5,"1","1","1",0,"2",1,1,1,0,"1",3,1,32,35,42.9,25,23.3,1988,"1335","2","4","11"
91587,22919,"1",40,0,"23","23","1",0,0,"1",0,"23","23",1,"20",1,5,49,19,11,12,19,0,"1","3","7","1","1",4,1,"0","0",6,0,1,2,3,1,5,"7","2",5,"1","1","1",0,"2",1,1,0,0,"1",3,1,39.9,61,80.9,64,82.5,1988,"1336","3","4","10"
483,NA,"2",40,0,"47","62","1",0,0,"1",0,"62","62",0,"97",3,3,27,10,3,12,9,0,"1","1","7","3","1",3,1,"0","1",3,0,1,0,2,0,2,"6","1",6,"1","3","1",0,"3",1,1,0,1,"2",3,1,24.1,28,21.6,44,28.7,1988,"1364","3","4","14"
43426,15682,"1",40,0,"82","87","1",0,NA,"1",0,"87","87",0,"68",5,3,43,9,6,5,9,0,"1","1","6","1","1",4,1,"0","0",3,0,0,1,2,0,2,"6","1",4,"1","1","1",1,"4",1,1,0,0,"1",3,1,42.2,35,34.6,28,18.6,1988,"1367","2","2","30"
5308,5308,"1",40,1,"62","83","1",0,0,"7",0,"83","83",1,"20",9,6,60,6,NA,11,7,1,"1","2","5","2","1",3,1,"0","0",5,0,0,2,3,0,1,"5","1",8,"1","1","1",1,"2",0,NA,1,0,"1",3,1,39.9,49,46,32,13.2,1988,"1416","2","4","11"
22919,10857,"1",45,0,"83","65","1",0,0,"1",0,"65","65",0,"72",11,2,23,10,5,11,10,0,"1","3","5","3","1",3,1,"0","0",4,2,0,0,2,0,2,"5","1",2,"1","1","1",0,"3",1,1,0,1,"1",4,1,39.2,32,13.2,48,35.2,1988,"1425","2","4",NA
26538,13269,"1",36,0,"83","65","1",0,0,"1",0,"65","65",0,"60",16,4,42,9,0,5,11,0,"3","2","5","1","2",2,1,"0","0",4,0,1,1,2,0,2,"5","1",8,"1","1","1",0,"2",1,1,0,0,"1",3,1,14,32,13.2,35,25.6,1988,"1428","3","4",NA
8685,NA,"6",NA,1,"47","77","1",0,0,"1",1,"77","77",0,"60",4,2,38,17,12,12,13,0,"1","2","8","3","1",2,1,"0","2",3,0,2,0,1,0,0,"8","5",0,"2","2","4",1,"1",0,NA,0,1,"2",3,1,14,38,43,35,25,1988,"1461","2","4","21"
53077,36189,"1",40,0,"42","51","1",0,0,"1",0,"51","51",0,"16",2,1,35,16,16,12,13,1,"1","1","3","3","1",3,1,"0","0",3,0,0,1,2,0,3,"8","4",1,"1","3","4",0,"2",1,1,1,1,"1",3,1,80.1,36,37.6,39,20.8,1988,"1478","3","4","11"
88133,34788,"1",35,0,"23","87","1",0,0,"1",0,"87","87",0,"23",2,2,47,18,16,12,20,0,"3","3","0","3","1",3,0,"8","4",3,0,0,1,2,1,3,"2","4",0,"1","1","4",1,"3",1,1,1,0,"2",3,1,82.5,38,59.1,39,38.1,1989,"35","2","1","5"
88133,30150,"1",50,1,"43","50","1",0,0,"1",1,"50","50",1,"62",1,0,28,15,12,12,15,0,"1","3","2","1","1",4,1,"0","4",2,0,0,0,2,0,2,"2","2",1,"2","2","2",0,"1",0,NA,1,1,"2",3,1,28.7,42,39.6,46,52,1989,"43","3","4","15"
12756,NA,"7",NA,0,"42","45","1",0,0,"1",0,"45","45",1,"47",1,1,35,15,0,6,3,0,"1","4","0","3","1",2,0,"8","4",3,1,0,0,2,1,1,"2","2",7,"2","2","2",1,"3",1,1,0,1,"2",3,1,43,25,12.6,29,29.5,1989,"47","2","2","38"
88133,51023,"1",40,0,"50","57","1",0,0,"1",0,"57","57",0,"91",1,1,42,13,7,5,14,1,"1","5","9","1","1",3,1,"0","0",3,0,1,0,2,0,2,"9","1",3,"1","1","3",1,"1",1,1,1,0,"1",3,1,32,53,73.9,47,38.8,1989,"49","2","4","14"
88133,51023,"1",50,0,"50","50","1",0,0,"1",1,"50","50",1,"43",0,2,42,16,18,NA,15,1,"1","6","9","1","4",3,1,"8","4",4,0,0,2,2,0,3,"9","3",3,"3","3","3",1,"1",1,1,1,0,"2",3,1,67.7,53,73.9,46,60.2,1989,"51","3","4","11"
25511,1855,"1",32,0,"47","63","1",1,0,"8",1,"63","63",0,"63",4,4,49,10,5,10,4,0,"1","1","8","3","1",3,1,"0","0",2,0,0,0,2,0,2,"9","1",7,"1","1","1",1,"2",1,0,0,1,"1",3,1,65.3,28,21.6,35,19.2,1989,"86","2","4","8"
25511,8349,"1",40,0,"47","77","1",0,0,"1",0,"77","77",0,"63",2,0,19,12,14,12,12,0,"1","4","9","1","3",3,1,"0","0",2,0,0,0,2,0,2,"9","1",0,"1","2","1",1,"2",1,1,0,0,"2",3,1,45.4,31,39.7,35,25,1989,"89","3","4",NA
88133,51023,"1",38,0,"30","12","1",0,0,"7",0,"12","12",0,"80",2,2,67,18,8,10,16,1,"1","4","0","3","1",2,0,"8","4",2,0,0,0,2,0,2,"3","1",4,"2","2","1",1,"1",0,NA,1,0,"2",3,1,38.3,62,89.1,53,69.3,1989,"120","4","4","23"
41746,19713,"1",40,0,"23","49","1",0,0,"1",NA,"49","49",1,"72",3,2,39,19,10,10,18,0,"2","3","5","3","1",3,1,"0","0",4,1,0,1,2,0,2,"2","1",5,"1","1","1",1,"2",1,1,0,0,"2",3,1,31.2,38,59.1,49,56.9,1989,"136","3","4","1"
34788,NA,"7",NA,0,"58","12","1",0,0,"1",0,"12","12",0,"64",6,3,29,12,12,12,16,0,"1","5","2","1","1",3,1,"0","2",5,2,1,0,2,0,1,"2","2",7,"2","2","2",0,"2",1,1,1,0,"2",3,NA,24,37,35.1,53,69.3,1989,"139","3","4","15"
25511,17394,"1",40,0,"58","58","1",0,0,"1",0,"58","58",0,"81",7,1,29,14,3,12,14,0,"2","6","3","1","1",3,1,"0","0",3,0,1,0,2,0,1,"3","1",4,"1","2","1",0,"1",1,1,0,0,"2",3,NA,28.4,47,47.9,32,35.8,1989,"159","2","3","1"
51023,22032,"1",38,0,"48","10","1",0,0,"1",0,"10","10",0,"62",5,2,37,15,8,7,14,0,"2","6","3","1","1",3,1,"0","0",4,2,0,0,2,0,2,"3","1",5,"5",NA,"4",1,"1",1,1,0,0,"2",3,1,25.2,43,61.2,63,81,1989,"161","2","3","1"
12756,NA,"7",NA,0,"47","47","1",0,0,"2",0,"47","47",1,"64",3,3,68,12,6,6,12,0,"1","6","3","1","1",3,1,"8","4",2,0,0,0,2,0,1,"3","3",2,"3","3","3",1,"3",1,1,0,0,"1",3,1,24,38,43,31,39.7,1989,"162","2","4","23"
88133,34788,"1",61,0,"19","31","1",0,0,"1",0,"31","31",0,"80",1,0,34,18,12,14,17,1,"1","5","3","2","1",3,1,"0",NA,2,0,0,0,2,0,2,"3","2",1,"2","2","2",1,"2",1,1,0,0,"1",3,1,38.3,43,55.1,65,87.3,1989,"167","3","4","11"
34788,34788,"2",16,0,"56","36","1",0,0,"7",0,"36","36",1,"20",3,3,75,12,8,9,10,1,"1","2","3","2","1",2,1,"0","2",2,0,0,0,2,0,1,"3","1",3,"1","3","1",0,"3",1,0,0,0,"1",3,1,39.9,25,23.8,48,24.2,1989,"174","3","1","11"
88133,41746,"1",45,0,"20","21","1",0,0,"1",0,"21","21",1,"30",5,2,39,16,12,12,16,0,"1","1","5","3","1",5,1,"0","0",4,2,0,0,2,0,2,"9","1",0,"1","3","4",1,"1",1,1,1,1,"2",3,1,92.8,50,68.6,69,91.1,1989,"187","4","4","24"
88133,80690,"3",NA,1,"48","47","1",0,0,"1",1,"47","47",0,"37",3,0,49,16,10,11,17,0,"1","5","1","3","1",2,1,"0","2",2,0,0,0,2,0,2,"9","4",2,"2","2","4",0,"2",0,NA,1,0,"1",4,2,65.1,45,62,48,57.5,1989,"189","3","4","14"
88133,41746,"1",45,0,"98","98","1",0,0,"1",0,"98","98",0,"77",3,2,48,16,12,12,12,1,"1","2","6","3","1",3,1,"0","0",4,0,0,2,2,0,2,"5","1",8,"1","1","1",1,"2",1,1,0,0,"1",3,1,46.5,62,50.4,73,70.1,1989,"202","3","4","8"
41746,17394,"1",40,0,"57","91","1",0,0,"1",NA,"91","91",0,"92",1,2,50,16,12,14,12,0,"1","1","2","3","1",3,1,"0","0",3,0,0,0,3,0,3,"5","1",2,"1",NA,"1",1,"1",1,1,0,0,"1",3,1,60.4,47,38.8,35,32,1989,"204","3","4","14"
19713,6958,"1",40,0,"54","80","1",0,0,"1",0,"80","80",1,"49",1,0,24,16,16,16,16,0,"1","6","7","2","1",4,1,"0","1",2,0,0,0,2,0,2,"7","1",4,"1","3","2",1,"2",1,1,1,1,"2",3,1,56.9,38,25.7,60,76.3,1989,"219","3","4","8"
12756,NA,"7",NA,0,"40","42","1",0,0,"1",0,"42","42",NA,"91",5,2,30,12,12,12,12,0,"1","5","1","1","1",3,1,"0","0",4,2,0,0,2,0,1,"1","2",7,"2","2","2",1,"1",1,1,0,0,"2",3,1,32,21,14,24,20.7,1989,"250","3","4","14"
88133,6958,"2",12,1,"46","91","1",0,0,"7",0,"91","91",0,"81",3,3,47,12,9,9,10,0,"1","4","1","2","1",3,1,"0","4",7,0,0,1,6,0,7,"1","2",5,"2","2","2",0,"1",1,0,0,1,"1",3,0,48.3,48,20.1,35,32,1989,"259","3","2","3"
88133,25511,"1",40,0,"32","92","1",0,0,"1",0,"92","92",0,"80",0,5,43,15,16,16,12,0,"1","5","2","2","1",3,1,"0","2",7,1,0,2,4,0,5,"2","2",3,"1",NA,"2",1,"2",1,1,1,0,"2",3,1,76.3,64,84.2,51,58.1,1989,"269","3","2","11"
41746,4175,"2",20,0,"47","47","1",0,0,"1",1,"47","47",0,"53",1,4,45,13,16,12,12,0,"1","5","2","2","1",4,1,"1","2",6,1,3,0,2,0,2,"2","2",4,"2","2","2",1,"2",0,NA,0,0,"2",3,1,59.9,31,39.7,48,57.5,1989,"270","3","2","8"
51023,25511,"1",50,0,"53","77","1",0,0,"1",0,"77","77",0,"47",1,3,60,16,8,8,13,1,"1","6","4","2","1",4,1,"0","0",2,0,0,0,2,0,2,"4","2",7,"2","2","2",1,"3",1,1,1,0,"1",3,1,29.6,42,59.9,50,46.5,1989,"282","3","4","11"
41746,41746,"1",50,0,"54","58","1",0,0,"7",0,"58","58",0,"54",4,2,31,17,13,12,14,1,"1","1","3","3","1",3,1,"0","0",4,2,0,0,2,0,1,"4","1",4,"2","2","1",1,"3",1,1,1,0,"1",3,1,59.8,46,59.8,47,47.9,1989,"283","3","4","8"
88133,34788,"1",45,0,"52","77","1",0,0,"7",0,"77","77",0,"53",2,3,50,14,14,12,12,1,"1","1","3","3","1",2,1,"0","2",4,0,0,0,4,0,3,"4","1",0,"1","1","1",1,"2",1,1,0,0,"1",3,1,59.9,31,37.6,50,46.5,1989,"288","3","4","11"
88133,NA,"7",NA,0,"50","20","1",0,0,"1",0,"20","20",0,"68",5,0,33,20,7,14,16,0,"1","1","5","3","1",3,1,"0","0",2,0,0,0,2,0,1,"2","1",7,"1","1","4",1,"1",1,1,1,0,"2",3,1,42.2,46,52,50,68.6,1989,"294","3","4","8"
17394,17394,"1",40,0,"56","41","1",0,0,"7",0,"41","41",0,"77",5,1,35,12,12,12,12,1,"1","1","2","1","1",3,1,"0","0",3,0,1,0,2,0,1,"2","1",6,"1","2","2",1,"2",1,1,1,0,"1",3,0,46.5,35,23.7,20,10.6,1989,"304","2","4","23"
51023,41746,"1",57,0,"13","51","1",0,0,"1",0,"51","51",1,"44",9,2,47,19,8,8,17,1,"3","6","0","3","1",4,0,"8","4",4,0,0,1,3,0,3,"5","4",0,"5",NA,"5",NA,"3",1,1,1,1,"2",3,1,37.1,65,85.2,45,38.3,1989,"310","2","4","31"
41746,NA,"7",NA,0,"50","77","1",0,0,"1",0,"77","77",0,"55",7,3,50,12,8,10,14,0,"1","3","5","2","1",3,1,"0","1",2,0,0,0,2,0,1,"5","2",6,"2","2","2",0,"4",1,1,1,0,"2",3,1,59.8,25,26.8,50,46.5,1989,"311","3","4","8"
51023,30150,"1",48,0,"77","57","1",0,0,"1",0,"57","57",0,"89",8,2,57,13,8,8,12,1,"1","6","5","2","1",3,1,"8","4",4,0,0,0,4,0,4,"5","1",7,"2","2","1",NA,"2",1,1,0,0,"2",3,1,26.8,50,46.5,47,38.8,1989,"316","3","4","13"
88133,80690,"1",50,0,"12","47","1",0,0,"1",1,"47","47",1,"20",2,2,48,18,8,10,14,1,"1","2","4","2","1",2,1,"0","4",2,0,0,0,2,0,2,"4","2",7,"1","3","2",1,"2",1,0,1,0,"2",3,1,39.9,53,69.3,38,43,1989,"329","3","4","8"
88133,51023,"1",60,0,"87","23","1",1,0,"1",0,"23","23",1,"64",4,3,47,15,12,12,20,1,"1","3","3","3","1",3,1,"0","1",5,0,2,1,2,0,2,"4","1",7,"1","2","1",1,"3",1,1,1,0,"1",3,1,36.2,39,38.1,61,80.9,1989,"333","2","2","11"
41746,22032,"1",40,0,"74","75","1",0,0,"1",0,"75","75",1,"13",6,4,31,13,20,16,12,0,"1","4","4","2","1",2,1,"0","0",5,0,2,1,2,0,2,"4","1",7,"1","2","1",1,"2",1,1,0,0,"1",3,2,85.2,33,63.7,27,30.3,1989,"334","3","2","19"
51023,41746,"1",60,0,"71","35","1",0,0,"7",0,"35","35",0,"55",2,3,35,12,9,12,12,1,"1","6","3","3","1",2,1,"0","2",5,2,1,0,2,0,2,"4","2",4,"2","2","2",1,"2",1,1,1,0,"2",3,2,58.4,56,53.6,69,46.6,1989,"342","2","1","21"
22032,22032,"1",49,0,"91","47","1",1,0,"7",0,"47","47",0,"62",1,3,60,3,1,8,12,1,"1","4","5","1","1",2,1,"0","0",3,0,0,0,3,1,2,"5","1",0,"1","1","1",1,"2",1,1,0,0,"1",3,1,25.2,35,32,38,43,1989,"350","2","4",NA
51023,25511,"1",55,0,"56","51","1",0,0,"1",0,"51","51",0,"91",2,1,43,16,12,12,12,1,"1","1","5","2","1",3,1,"0","0",3,0,0,1,2,0,3,"5","1",3,"1","1","1",1,"1",1,1,1,0,"1",3,1,31.6,25,23.8,40,33.4,1989,"359","3","4","8"
88133,41746,"1",45,0,"48","35","1",0,0,"1",0,"35","35",0,"52",3,1,33,17,12,12,17,1,"1","3","2","2","1",2,1,"0","2",3,0,1,0,2,0,2,"2","2",7,"2","2","2",1,"2",1,1,0,0,"2",3,1,37.6,45,62,64,71.8,1989,"392","3","4","15"
30150,22032,"1",40,0,"86","42","1",0,0,"5",0,"42","42",0,"68",2,1,63,12,7,7,10,0,"1","3","2","3","1",3,1,"1","4",2,0,0,0,2,0,0,"2","2",7,"2","2","2",1,"2",1,1,0,0,"2",3,NA,42.2,27,27.7,24,20.7,1989,"395","2","1","6"
17394,5102,"1",30,0,"91","91","1",1,0,"1",0,"91","91",0,"91",3,1,32,12,7,14,13,0,"1","1","2","1","1",2,1,"0","0",3,0,0,1,2,0,2,"2","2",0,"1","2","2",1,"2",1,1,0,0,"1",3,1,31.6,35,31.6,35,31.6,1989,"405","2","3","8"
41746,30150,"1",38,0,"94","41","1",0,0,"1",0,"41","41",0,"72",3,3,51,12,8,12,9,1,"1","1","2","1","1",2,1,"0","2",2,0,0,0,2,0,2,"2","1",0,"1","2","1",0,"1",1,1,1,0,"1",3,1,31.2,30,50.1,31,19.6,1989,"406","2","1","8"
88133,30150,"1",40,0,"22","15","1",1,0,"1",0,"15","15",0,"87",0,2,46,18,12,12,14,0,"1","3","2","1","1",3,1,"0","4",2,0,0,0,2,0,2,"2","2",7,"2","2","2",0,"1",1,1,0,0,"2",3,1,38.1,74,84.5,50,57.4,1989,"411","3","3","21"
30150,6030,"1",40,1,"36","81","1",0,0,"1",0,"81","81",0,"55",5,1,30,13,13,16,11,0,"1","5","1","1","1",3,1,"0","1",3,1,0,0,2,0,2,"1","1",0,"1","1","2",1,"1",0,NA,0,1,"1",3,1,58.4,48,24.2,38,28.4,1989,"442","2","4","15"
25511,22032,"1",43,0,"28","20","1",0,0,"7",0,"20","20",0,"22",2,1,30,16,20,12,16,1,"1","3","2","2","1",3,1,"0","0",3,1,0,0,2,0,2,"2","1",7,"1","2","1",0,"2",1,1,1,1,"1",3,1,84.5,46,74.6,54,62.9,1989,"450","3","4","11"
51023,34788,"1",58,NA,"37","57","1",1,0,"1",0,"57","57",0,"70",2,0,37,14,12,10,12,1,"1","3","2","2","1",3,1,"0","2",2,0,0,0,2,0,2,"2","2",5,"2","2","2",0,"2",1,1,0,0,"2",3,1,52.4,59,65.1,47,38.8,1989,"471","3","1","15"
88133,12756,"2",20,0,"23","47","1",0,0,"1",0,"47","47",0,"80",1,2,29,18,12,6,16,0,"1","3","1","3","1",3,1,"0","4",4,2,0,0,2,0,2,"1","2",7,"2","2","2",0,"1",1,1,1,0,"2",3,1,38.3,61,71.7,48,57.5,1989,"487","3","4","21"
34788,12756,"1",40,NA,"55","14","1",1,1,"1",0,"14","14",0,"86",2,0,39,12,8,11,13,0,"1","3","1","1","1",1,1,"0","0",2,0,0,0,2,0,2,"1","1",1,"1","3","1",1,"2",1,1,0,0,"1",3,1,27.7,29,39.9,63,81.6,1989,"493","2","4","8"
34788,6958,"1",50,1,"46","14","1",0,0,"1",0,"14","14",0,"10",3,0,27,16,12,12,16,0,"1","3","3","1","1",4,1,"0","0",2,0,0,0,2,0,2,"3","1",7,"2","2","1",0,"1",0,NA,0,1,"2",3,1,77.4,35,21.8,70,83.8,1989,"508","3","4","6"
25511,25511,"1",40,1,"48","47","1",0,0,"2",0,"47","47",0,"81",0,2,52,12,6,6,12,1,"1","6","3","1","1",3,1,"0",NA,4,0,2,0,2,0,2,"3","2",7,"2","2","2",0,"1",0,NA,0,0,"1",3,0,28.4,45,62,48,57.5,1989,"520","3","4","21"
41746,15075,"1",40,0,"54","47","1",0,0,"1",0,"47","47",0,"49",1,0,26,14,16,14,15,0,"1","5","3","2","1",3,1,"0","0",2,0,0,0,2,0,2,"3","1",3,"2","2","2",0,"1",1,1,0,1,"2",3,1,56.9,38,25.7,38,43,1989,"522","3","4","11"
34788,NA,"1",41,0,"77","80","1",0,0,"1",0,"80","80",0,"83",4,0,57,8,8,8,8,0,"1","3","3","1","8",2,1,"0","2",2,0,0,0,2,0,2,"3","2",1,"1","1","2",1,"2",1,1,0,1,"1",3,1,26.6,27,23.3,28,23.2,1989,"525","3","2","11"
41746,41746,"1",45,0,"14","58","1",0,0,"2",0,"58","58",1,"22",3,2,31,16,14,12,14,1,"1","3","3","2","3",3,1,"0","0",4,2,0,0,2,0,2,"3","4",2,"1","3","2",0,"2",1,1,1,0,"2",3,1,59.1,50,68,37,32.6,1989,"526","3","4","11"
34788,12756,"2",20,0,"23","98","1",0,0,"1",0,"98","98",0,"77",1,2,51,14,8,12,16,0,"1","3","3","3","1",4,1,"0","0",2,0,0,0,2,0,2,"4","1",5,"1","3","1",1,"1",1,1,1,0,"2",3,1,23.3,59,75.5,62,50.4,1989,"562","3","4","27"
51023,19713,"1",40,0,"33","10","1",0,0,"1",0,"10","10",0,"48",0,4,40,16,12,12,18,0,"1","3","4","2","3",4,1,"0","0",5,0,2,1,2,0,3,"4","1",0,"1","3","1",1,"1",1,1,1,0,"2",3,1,57.8,61,60.5,63,81,1989,"568","3","4",NA
41746,17394,"1",40,0,"57","39","1",0,NA,"1",0,"39","39",0,"12",1,2,30,12,14,13,12,0,"1","3","4","2","1",3,1,"0","1",4,0,2,0,2,0,4,"4","1",4,"1","3","4",0,"2",1,1,0,0,"1",3,1,69.3,47,38.8,32,36.8,1989,"577","3","3","14"
