"REALINC","REALRINC","WRKSTAT","HRS1","WRKSLF","OCC10","INDUS10","MARITAL","DIVORCE","WIDOWED","SPWRKSTA","SPWRKSLF","SPOCC10","SPIND10","PAWRKSLF","PAOCC10","SIBS","CHILDS","AGE","EDUC","PAEDUC","MAEDUC","SPEDUC","SEX","RACE","RES16","REG16","MOBILE16","FAMILY16","INCOM16","BORN","PARBORN","GRANBORN","HOMPOP","BABIES","PRETEEN","TEENS","ADULTS","UNRELAT","EARNRS","REGION","RELIG","ATTEND","RELIG16","FUND16","SPREL","RACLIVE","HEALTH","WKSUB","WKSUBS","WKSUP","UNEMP","OWNGUN","PHONE","PARTNERS","PASEI10","PRESTG10","SEI10","SPPRES10","SPSEI10","YEAR","ID_","CLASS_","UNION_","ETH1"
10412.5,10412.5,"1",50,0,"23","42","1",0,0,"6",0,"42","42",0,"70",0,0,34,20,16,16,12,0,"1","5","6","1","1",3,1,"0","0",2,0,0,0,2,0,1,"6","1",7,"1","1","1",1,"2",1,1,1,1,NA,2,1,51.8,61,80.9,36,37.6,2012,"996","2","4","8"
49000,40425,"1",50,0,"12","49","1",1,0,"1",1,"49","49",NA,NA,3,2,61,12,NA,9,12,0,"1","5","6","1","5",3,1,"0","0",2,0,0,0,2,0,2,"6","1",4,"4","3","1",1,"2",1,0,1,0,"1",3,1,NA,53,69.3,49,56.9,2012,"998","3","4",NA
49000,10412.5,"1",40,0,"47","73","1",0,0,"1",0,"73","73",NA,NA,3,3,40,8,NA,10,12,0,"3","3","8","3","5",3,1,"0","0",3,0,0,0,3,0,2,"2","4",0,"2","2","4",1,"2",1,1,1,0,"1",3,1,NA,38,43,38,42.8,2012,"1025","2","2","30"
58800,40425,"1",40,0,"63","10","1",0,0,"1",0,"10","10",1,"80",2,2,39,20,12,12,14,0,"1","4","9","3","1",2,1,"0","0",2,0,0,0,2,0,2,"2","1",8,"1","1","1",0,"2",1,1,0,0,"1",6,1,76.3,47,65.3,55,71.8,2012,"1036","3","4","8"
NA,NA,"5",NA,0,"63","47","1",0,0,"5",0,"47","47",0,"92",4,3,84,10,0,0,12,1,"1","3","2","1","1",2,1,"8","4",2,0,0,0,2,0,0,"2","4",0,"2","2","2",0,"1",NA,NA,NA,0,"2",3,0,48.4,49,45.4,28,21.6,2012,"1045","3","4","15"
40425,26950,"1",40,0,"55","51","1",0,0,"1",0,"51","51",0,"39",3,2,46,12,NA,12,12,1,"1","4","2","1","1",3,1,"0","0",4,0,2,0,2,0,2,"2","1",2,"1","2","2",1,"1",1,1,0,0,"1",3,1,34.7,45,58.4,45,38.3,2012,"1051","3","1","21"
26950,15925,"1",45,0,"23","42","1",0,0,"1",0,"42","42",0,"14",2,0,28,19,14,12,16,0,"1","3","2","2","1",4,1,"0","0",2,0,0,0,2,0,2,"2","4",7,"2","2","1",1,"1",1,1,1,1,"1",6,1,86.5,61,71.7,52,67.8,2012,"1058","3","1","15"
40425,22050,"1",50,0,"23","91","1",0,0,"1",0,"91","91",0,"77",1,0,31,18,16,12,14,0,"1","3","5","3","1",4,1,"0","1",2,0,0,0,2,0,2,"2","2",7,"2","2","2",1,"1",1,1,1,0,"2",3,1,46.5,61,80.9,35,32,2012,"1078","3","2","11"
33075,33075,"1",70,0,"91","36","1",0,0,"7",0,"36","36",0,"14",1,5,49,14,12,12,12,1,"1","3","5","3","1",3,1,"0","1",6,1,1,1,3,0,2,"2","1",7,"2","2","1",0,"1",1,1,0,0,"1",3,1,68,35,32,51,28.7,2012,"1080","3","4","11"
40425,22050,"1",40,0,"91","21","1",0,0,"1",0,"21","21",0,"87",1,0,48,12,12,16,13,1,"1","3","5","3","1",3,1,"0","0",4,0,2,0,2,2,2,"2","1",1,"1","2","1",1,"1",1,1,1,0,"2",6,1,38.1,35,32,52,60.3,2012,"1082","3","4","11"
15925,15925,"1",48,0,"71","47","1",0,0,"6",0,"47","47",1,"62",2,1,30,16,12,12,20,1,"1","3","6","3","1",3,1,"0","0",3,1,0,0,2,0,1,"5","1",6,"2","2","1",1,"2",1,0,0,0,"1",6,1,25.2,51,78.3,31,39.7,2012,"1113","2","4","30"
155139.9731,22050,"1",40,1,"51","80","1",0,0,"1",1,"80","80",0,"89",0,0,26,16,12,12,16,0,"1","1","5","1","1",3,1,"0","0",2,0,0,0,2,0,2,"5","11",0,"11","2","1",1,"1",0,NA,0,0,"2",6,1,26.8,45,38.3,60,76.3,2012,"1119","3","4","8"
3185,NA,"7",NA,0,"56","61","1",1,0,"1",0,"61","61",0,"68",3,2,40,12,5,7,6,0,"1","3","5","1","1",2,1,"0","0",2,0,0,0,2,1,0,"5","1",8,"1","2","1",0,"3",1,1,1,1,"2",6,NA,42.2,34,31.6,42,31.5,2012,"1122","3","4","30"
49000,49000,"1",40,1,"41","59","1",0,0,"7",0,"59","59",0,"78",4,3,66,16,12,12,12,1,"1","3","5","2","1",3,0,"2","2",2,0,0,0,2,0,1,"5","2",0,"2","2","1",0,"3",0,NA,0,0,"1",3,1,18.8,41,54.6,17,45.3,2012,"1130","2","4","11"
7962.5,NA,"5",NA,0,"43","23","1",0,0,"5",0,"23","23",1,"20",5,1,63,14,8,9,16,0,"2","1","5","1","1",3,1,"0","0",2,0,0,0,2,0,0,"5","1",8,"1","1","1",0,"2",NA,NA,NA,0,"2",3,1,39.9,39,67.7,64,82.5,2012,"1132","2","4","1"
155139.9731,NA,"7",NA,0,"28","30","1",0,0,"1",1,"30","30",0,"62",3,2,43,16,8,10,20,0,"1","3","2","3","1",2,1,"0","2",4,0,0,2,2,0,1,"5","1",7,"2","2","4",1,"1",0,NA,1,1,"2",3,1,28.7,51,73.4,80,92.8,2012,"1138","3","4","15"
26950,13475,"1",40,0,"42","87","1",1,0,"1",0,"87","87",1,"72",7,3,53,12,10,12,12,0,"2","1","5","1","1",3,1,"0","0",2,0,0,0,2,0,2,"5","1",8,"1","1","1",1,"2",1,1,0,0,"2",6,1,31.2,24,20.7,39,38.1,2012,"1140","2","4","1"
11637.5,6737.5,"2",32,0,"96","42","1",1,0,"1",0,"42","42",0,"34",2,2,43,11,11,12,12,0,"1","4","5","1","1",2,1,"0","0",2,0,0,0,2,0,2,"5","1",3,"1","2","1",1,"4",1,1,0,1,"1",6,2,53,22,14.8,37,18.6,2012,"1156","1","4","30"
33075,26950,"1",40,0,"63","23","1",0,0,"5",0,"23","23",0,"95",2,2,62,16,5,10,18,1,"1","2","3","3","1",2,1,"1","4",2,0,0,0,2,0,2,"5","1",6,"1","3","1",1,"2",1,0,0,0,"1",6,1,38.8,47,65.3,61,71.7,2012,"1169","3","4","15"
26950,NA,"5",NA,0,"57","48","1",0,0,"5",0,"48","48",0,"10",4,3,83,16,8,8,16,0,"1","4","2","3","1",3,1,"0","0",2,0,0,0,2,0,0,"5","2",8,"2","2","2",1,"3",NA,NA,NA,0,"2",3,1,77.4,47,38.8,45,62,2012,"1173","2","4","27"
NA,NA,"1",50,0,"23","98","1",0,0,"1",0,"98","98",0,"80",2,3,63,16,7,12,19,0,"1","1","5","2","1",3,1,"0","0",2,0,0,0,2,0,2,"5","1",7,"1","1","1",1,"1",1,1,1,0,"1",6,1,38.3,61,80.9,73,70.1,2012,"1185","3","4","14"
155139.9731,NA,"7",NA,0,"32","10","1",1,0,"1",0,"10","10",0,"48",2,1,60,15,12,12,20,0,"1","5","5","1","1",2,1,"0","0",2,0,0,0,2,0,1,"5","1",0,"1","3","1",1,"2",0,NA,1,0,"1",3,0,62,64,84.2,72,77.4,2012,"1209","3","4","26"
58800,NA,"5",NA,0,"43","98","1",0,0,"5",0,"98","98",0,"17",6,0,67,17,20,18,19,0,"1","5","0","3","8",4,1,"0","1",2,0,0,0,2,0,0,"5","1",7,"1","3","2",1,"1",NA,NA,NA,0,"2",3,1,87.8,39,67.7,63,63.1,2012,"1222","3","4","8"
40425,26950,"1",58,0,"77","58","1",1,0,"1",0,"58","58",0,"98",2,1,39,14,14,12,14,1,"3","3","6","3","1",3,1,"2","2",4,0,2,0,2,0,2,"5","2",1,"2","2","4",1,"3",0,NA,1,0,"1",6,NA,70.1,50,46.5,47,47.9,2012,"1227","2","4","20"
33075,NA,"5",NA,0,"64","51","1",1,0,"1",0,"51","51",0,"62",1,1,65,12,11,NA,12,1,"1","3","5","1","1",1,1,"0","0",2,0,0,0,2,0,1,"5","1",0,"1","1","4",1,"3",1,1,0,0,"1",3,1,28.7,43,36.2,40,41.8,2012,"1228","3","4","8"
49000,NA,"2",20,0,"51","42","1",1,0,"1",1,"42","42",0,"62",0,3,52,16,12,12,14,0,"1","5","0","3","1",3,0,"8","4",3,0,1,0,2,0,2,"5","2",2,"2","2","2",1,"2",1,1,0,1,"1",4,NA,46,40,41.8,35,32.8,2012,"1239","3","4","15"
7962.5,NA,"7",NA,0,"57","73","1",1,0,"1",0,"73","73",0,"10",2,3,31,14,16,14,10,0,"1","5","6","1","1",5,1,"0","2",4,2,0,0,2,0,1,"6","5",8,"2","2","1",1,"4",0,NA,1,0,"2",4,1,81,47,38.8,45,38.8,2012,"1249","1","4","14"
155139.9731,26950,"3",NA,0,"23","21","1",0,0,"1",0,"21","21",0,"48",0,3,37,17,16,18,20,0,"1","4","6","1","1",4,1,"0","0",4,1,1,0,2,0,2,"6","1",7,"1","3","1",1,"1",1,1,0,0,"2",3,1,57.8,64,82.5,69,91.1,2012,"1274","3","4","24"
155139.9731,13475,"1",60,0,"23","43","1",0,0,"1",0,"43","43",0,"77",3,2,47,20,12,16,16,0,"2","4","5","3","1",3,1,"0","0",1,0,0,0,1,NA,1,"6","1",7,"1","2","1",1,"2",1,1,1,0,"2",6,1,25,59,75.5,39,67.7,2012,"1275","3","2","97"
NA,NA,"2",20,1,"20","43","1",0,0,"1",0,"43","43",0,"70",3,0,59,18,14,18,16,0,"2","6","3","3","1",3,1,"0","0",2,0,0,0,2,0,2,"6","1",7,"1","3","1",1,"3",0,NA,0,0,"1",3,1,52.4,54,62.9,39,67.7,2012,"1279","3","4","11"
49000,13475,"1",40,0,"56","47","1",1,0,"1",0,"47","47",0,"82",6,4,57,12,12,12,12,1,"1","5","5","3","1",3,1,"0",NA,2,0,0,0,2,0,2,"6","11",0,"2","2","11",1,"2",1,1,0,1,"2",3,1,31.1,35,23.7,38,43,2012,"1281","3","4","14"
15925,5512.5,"1",37,0,"47","67","1",0,0,"1",0,"67","67",NA,NA,7,3,52,14,NA,14,12,0,"2","6","2","3","5",3,1,"0","0",2,0,0,0,2,0,2,"6","1",8,"1","2","1",1,"2",1,1,1,0,"2",6,1,NA,28,21.6,47,34.8,2012,"1296","2","4","1"
155139.9731,40425,"1",50,0,"35","11","1",1,0,"1",0,"11","11",0,"50",1,2,65,16,16,16,16,0,"1","4","8","3","1",4,1,"0","0",2,0,0,0,2,0,2,"6","1",5,"1","3","1",1,"1",1,1,1,0,"2",3,1,73.9,64,71.8,60,83.8,2012,"1300","3","4","26"
58800,NA,"7",NA,0,"98","13","1",0,0,"1",0,"13","13",0,"60",10,2,52,16,9,10,17,1,"2","2","5","3","1",2,1,"0","0",2,0,0,0,2,0,2,"6","1",3,"1","2","4",1,"2",1,1,1,1,"2",4,1,14,63,63.1,53,68.6,2012,"1303","2","4","1"
33075,NA,"5",NA,0,"98","40","1",0,0,"1",0,"40","40",NA,NA,5,1,60,16,NA,18,12,1,"2","3","5","3","5",3,1,"0","0",2,0,0,0,2,0,1,"6","1",7,"1","2","1",1,"2",1,1,1,0,"1",3,1,NA,63,63.1,33,13.6,2012,"1307","2","2","1"
NA,NA,"1",65,0,"12","57","1",0,0,"1",0,"57","57",NA,NA,0,2,44,16,NA,12,16,1,"1","3","5","1","5",3,1,"0","0",4,0,0,2,2,0,3,"5","2",5,"1","3","2",1,"2",1,1,1,0,"1",3,1,NA,53,69.3,47,38.8,2012,"1332","3","4","8"
13475,NA,"6",NA,0,"20","22","1",0,0,"1",0,"22","22",1,"62",11,2,29,14,7,9,7,0,"1","3","5","1","3",2,1,"0","0",4,1,1,0,2,0,2,"5","1",0,"1","1","4",0,"2",1,0,1,1,"2",6,2,25.2,50,68.6,53,59.1,2012,"1341","1","4","30"
NA,NA,"5",NA,0,"81","54","1",0,0,"7",0,"54","54",0,"55",7,2,75,9,12,13,12,1,"1","6","5","1","1",3,1,"0","0",2,0,0,0,2,0,2,"5","1",5,"1","3","1",0,"1",NA,NA,NA,0,"3",3,1,58.4,38,48.3,43,43.1,2012,"1343","2","4","30"
49000,13475,"5",NA,0,"23","23","1",1,0,"5",0,"23","23",0,"23",3,1,59,19,16,18,19,0,"1","3","5","1","3",2,1,"0","0",2,0,0,0,2,0,2,"5","1",1,"1","1","1",1,"2",NA,NA,NA,0,"1",3,1,80.9,61,80.9,59,75.5,2012,"1352","3","4","8"
58800,33075,"1",40,0,"48","47","1",0,0,"1",0,"47","47",0,"50",4,3,50,16,12,12,16,0,"1","4","5","1","1",2,1,"0","0",3,0,0,1,2,0,2,"5","2",7,"2","2","2",1,"2",1,1,0,1,"2",3,1,52,45,62,31,39.7,2012,"1355","3","4","11"
33075,980,"2",15,1,"42","62","1",0,0,"4",0,"62","62",0,"89",2,3,38,15,12,12,13,0,"1","3","3","1","1",3,1,"0","2",2,0,0,0,2,0,2,"3","2",5,"2","2","2",0,"2",0,NA,0,0,"1",3,1,32.7,24,20.7,49,46,2012,"1372","2","2","15"
22050,15925,"1",40,0,"57","40","1",1,0,"1",0,"40","40",0,"77",2,3,52,14,12,12,14,0,"1","4","3","1","3",2,1,"0","0",1,0,0,0,1,NA,2,"3","4",0,"1","2","4",1,"2",1,1,1,0,"1",3,1,25,47,38.8,33,13.6,2012,"1385","2","4","11"
13475,7962.5,"2",30,0,"22","47","1",0,0,"1",1,"47","47",0,"77",6,3,46,20,12,11,16,0,"1","5","3","1","1",3,1,"0","0",5,0,0,2,3,0,2,"3","1",6,"2","2","1",1,"2",1,1,0,0,"1",6,1,25,74,84.5,31,39.7,2012,"1387","3","4","11"
33075,4410,"5",NA,0,"56","87","1",1,0,"7",0,"87","87",0,"89",2,6,64,15,9,12,14,1,"1","3","3","1","1",2,1,"0","0",2,0,0,0,2,0,1,"3","1",0,"4","3","1",1,"4",NA,NA,NA,0,"2",3,0,26.8,35,23.7,22,24.8,2012,"1415","3","4","12"
49000,22050,"1",40,0,"56","23","1",1,0,"1",0,"23","23",NA,NA,0,0,55,12,12,12,18,1,"1","3","3","3","1",1,1,"0","0",2,0,0,0,2,0,3,"3","11",7,"4","3","11",1,"1",1,1,0,0,"2",6,1,NA,40,49.4,64,82.5,2012,"1417","3","2","8"
68600,26950,"4",NA,0,"49","62","1",1,0,"1",1,"62","62",1,"43",3,1,48,18,12,16,12,0,"1","3","3","1","3",2,1,"0","2",2,0,0,0,2,NA,2,"3","2",5,"2","2","4",1,"2",1,0,1,1,"1",3,1,67.7,51,86.5,49,46,2012,"1421","2","4","11"
58800,33075,"1",36,0,"32","32","1",1,0,"2",0,"32","32",0,"43",3,3,45,16,12,12,16,1,"1","4","9","3","1",3,1,"0","0",5,1,2,0,2,0,2,"3","1",7,"1","3","1",0,"1",1,0,0,0,"2",6,1,67.7,62,79.9,64,84.2,2012,"1434","2","4","27"
58800,58800,"1",45,0,"12",NA,"1",0,0,"2",0,NA,NA,0,"89",2,2,61,16,8,12,12,1,"1","2","3","1","1",3,1,"0","0",2,0,0,0,2,0,2,"3","1",7,"1","2","1",0,"2",1,0,1,0,"1",3,NA,26.8,53,69.3,NA,NA,2012,"1449","3","4","18"
58800,33075,"3",NA,0,"32","37","1",0,0,"3",0,"37","37",0,"65",3,1,28,17,12,12,14,0,"1","4","3","1","1",3,1,"0","0",2,0,0,0,2,0,2,"3","2",3,"2","2","4",1,"1",NA,NA,NA,0,"1",6,1,34.1,64,84.2,59,65.1,2012,"1450","3","2","11"
40425,11637.5,"1",40,0,"77","89","1",1,0,"1",0,"89","89",0,"77",1,2,47,12,12,12,12,1,"1","3","4","1","1",3,1,"0","0",3,0,0,0,3,0,3,"4","4",0,"1","2",NA,0,"3",1,1,0,0,"1",6,1,46.5,35,25,35,26.8,2012,"1457","2","4","12"
40425,22050,"1",38,0,"48","23","1",0,0,"1",0,"23","23",0,"48",3,2,42,13,9,12,17,1,"1","4","4","2","1",4,1,"0","0",3,0,0,0,3,0,2,"4","1",2,"1","3","1",1,"2",1,1,0,0,"2",3,1,57.8,47,57.8,61,80.9,2012,"1462","3","4","11"
40425,13475,"2",45,0,"76","48","1",0,0,"1",0,"48","48",0,"22",1,2,54,12,12,12,12,1,"1","4","4","1","1",3,1,"0","4",2,0,0,0,2,0,2,"4","1",6,"1","3","1",1,"2",1,1,0,0,"1",6,1,84.5,31,35.4,38,45,2012,"1465","2","4","18"
33075,18375,"1",40,0,"51","72","1",0,0,"1",0,"72","72",0,"70",1,0,27,12,12,12,12,0,"1","3","4","2","1",3,1,"0","0",2,0,0,0,2,0,2,"4","4",0,"1","2","4",1,"2",1,1,0,1,"1",6,1,52.4,36,53,45,39.2,2012,"1474","2","4","19"
33075,NA,"1",40,0,"70","36","1",0,0,"1",0,"36","36",1,"20",2,0,33,17,8,12,16,1,"1","2","4","2","1",4,1,"0","0",2,0,0,0,2,0,2,"4","1",4,"2","2","1",0,"2",1,0,0,1,"2",6,1,39.9,49,51.8,51,28.7,2012,"1479","3","4","11"
26950,NA,"5",NA,0,"20","70","1",0,0,"5",0,"70","70",0,"65",1,0,64,16,12,14,14,0,"1","2","4","2","1",2,1,"0","0",2,0,0,0,2,0,0,"4","1",5,"1","3","1",1,"2",NA,NA,NA,0,"1",6,1,34.1,54,62.9,43,52.4,2012,"1486","3","4","27"
10412.5,NA,"2",25,0,"54","34","1",0,0,"2",0,"34","34",0,"98",6,0,21,14,14,14,17,0,"1","3","4","2","3",3,1,"0","0",2,0,0,0,2,0,2,"4","4",0,"2","2","4",1,"2",1,1,0,1,"2",6,1,63.1,38,25.7,55,37.2,2012,"1489","2","4","14"
40425,26950,"1",42,0,"43","47","1",0,0,"1",0,"47","47",0,"32",2,2,39,16,18,16,16,0,"1","4","4","1","1",4,1,"0","0",4,1,1,0,2,0,2,"4","11",2,"4","3","11",1,"1",0,NA,1,0,"2",6,1,84.2,39,67.7,38,43,2012,"1491","3","4","3"
68600,15925,"1",40,0,"33","35","1",1,0,"1",0,"35","35",0,"62",14,3,53,12,14,8,14,0,"2","3","3","3","1",3,1,"0","0",4,1,0,0,3,0,4,"4","1",2,"1","1","1",1,"2",1,1,0,0,"1",3,1,25.2,59,69.3,64,71.8,2012,"1493","2","4","1"
26950,NA,"5",NA,0,"48","42","1",0,0,"5",0,"42","42",1,"20",3,4,72,12,12,12,12,1,"1","4","4","1","1",2,1,"0","0",4,0,0,1,3,0,1,"4","4",1,"4","3","11",0,"2",NA,NA,NA,1,"1",3,0,39.9,45,62,25,12.6,2012,"1501","3","4","8"
58800,49000,"1",40,0,"22","23","1",0,0,"3",0,"23","23",0,"30",2,2,48,20,20,16,12,0,"3","5","0","3","1",2,0,"8","4",2,0,0,0,2,0,2,"7","7",3,"7",NA,"7",1,"1",1,1,1,0,"2",3,1,92.8,74,84.5,61,80.9,2012,"1509","3","4","31"
11637.5,11637.5,"1",40,0,"87",NA,"1",0,0,"5",0,NA,NA,1,"20",7,3,55,12,NA,8,3,0,"2","2","7","1","1",2,1,"0","0",4,0,0,0,4,0,1,"7","2",5,"2","2","2",1,"2",1,1,0,0,"1",2,0,39.9,42,34.6,NA,NA,2012,"1515","2","4","1"
NA,NA,"1",50,0,"36","74","1",0,0,"5",0,"74","74",0,"68",7,2,59,15,3,8,12,0,"1","3","7","2","1",2,1,"0","0",2,0,0,0,2,0,1,"7","1",2,"1","1","1",0,"2",1,1,1,0,"1",3,1,36.4,48,24.2,33,53.9,2012,"1536","2","4","14"
155139.9731,341672.3793,"1",40,0,"15","57","1",0,0,"1",0,"57","57",1,"22",2,2,55,16,10,12,13,1,"1","3","7","2","1",2,1,"0","0",2,0,0,0,2,0,4,"7","1",8,"1","1","1",1,"1",1,1,1,0,"1",3,1,59.1,52,71.6,47,38.8,2012,"1552","3","4","24"
49000,33075,"1",40,0,"22","22","1",0,0,"1",0,"22","22",0,"23",3,0,58,18,18,16,18,1,"1","6","7","3","1",3,1,"0","0",2,0,0,0,2,0,2,"8","1",8,"1","2","1",NA,"2",1,1,1,0,"2",3,NA,82.5,74,84.5,74,84.5,2012,"1558","3","2","11"
58800,NA,"5",NA,0,"23","91","1",0,0,"7",0,"91","91",0,"68",3,1,67,18,6,0,14,1,"3","3","7","3","1",4,1,"0","0",2,0,0,0,2,0,1,"8","1",3,"1","1","1",1,"2",NA,NA,NA,0,"1",6,1,36.4,64,82.5,45,62.1,2012,"1562","3","1","24"
11637.5,4410,"1",35,0,"42","62","1",0,0,"1",0,"62","62",0,"88",3,2,26,13,6,6,13,0,"1","6","8","3","1",3,0,"8","4",3,0,0,0,3,NA,2,"8","2",2,"2","2","1",1,"2",1,0,0,0,"2",6,1,26.2,25,12.6,28,25.2,2012,"1573","2","4","17"
155139.9731,22050,"1",58,0,"50","80","1",1,0,"1",1,"80","80",0,"98",2,1,63,14,12,12,18,0,"1","5","9","2","1",3,1,"0","0",2,0,0,0,2,0,2,"9","1",1,"1","1","1",1,"3",0,NA,1,0,"1",4,1,70.1,46,52,60,76.3,2012,"1643","3","4","8"
15925,11637.5,"5",NA,1,"60","25","1",0,0,"5",0,"25","25",0,"80",3,2,68,12,12,12,12,1,"1","3","2","3","1",3,1,"0","1",2,0,0,0,2,0,1,"9","4",0,"1","3","1",0,"2",NA,NA,NA,0,"1",3,0,38.3,27,14,48,26.1,2012,"1650","2","4","18"
58800,26950,"1",72,0,"34","54","1",1,0,"1",0,"54","54",NA,NA,3,3,49,14,NA,14,13,1,"1","5","9","2","5",3,1,"0","0",3,0,0,1,2,0,2,"9","4",0,"1","2","4",0,"1",1,1,0,0,"1",3,1,NA,62,53,38,25.7,2012,"1681","2","4",NA
9187.5,NA,"7",NA,0,"40","60","1",0,0,"1",0,"60","60",0,"60",7,2,35,7,0,0,11,0,"1","3","0","3","1",1,0,"8","4",4,0,2,0,2,0,1,"9","2",4,"2","2","2",0,"2",1,0,0,0,"2",6,1,14,21,14,27,14,2012,"1684","1","4","17"
18375,15925,"1",48,0,"96","60","1",0,0,"7",0,"60","60",1,"60",4,3,44,1,0,0,4,1,"1","2","0","3","1",1,0,"8","4",5,0,0,1,4,0,3,"9","2",6,"2","2","2",0,"2",1,1,0,0,"2",3,1,14,35,20.9,33,14,2012,"1691","2","4","17"
33075,33075,"1",55,0,"22","49","1",0,0,"2",1,"49","49",NA,NA,1,2,32,19,NA,19,16,1,"1","3","3","3","5",4,1,"0","0",2,0,0,0,2,0,1,"8","1",7,"1","1","1",1,"2",1,1,1,1,"2",3,1,NA,74,84.5,21,32.6,2012,"1705","3","4","11"
NA,NA,"1",40,0,"73","18","1",1,0,"7",0,"18","18",0,"42",9,2,48,14,NA,NA,12,1,"1","6","2","3","1",3,1,"0","4",1,0,0,0,1,NA,2,"8","4",0,"2","2","4",0,"2",1,1,0,0,"3",6,1,20.7,45,38.8,66,82.7,2012,"1714","2","4","14"
33075,33075,"1",70,1,"43","43","1",1,0,"2",1,"43","43",0,"43",3,2,59,12,16,12,12,1,"1","3","9","3","3",3,1,"0","0",4,0,1,1,2,0,2,"8","11",4,"4","3","11",0,"2",0,NA,0,0,"1",3,1,67.7,33,26.5,33,26.5,2012,"1715","3","4","11"
13475,NA,"5",NA,0,"83","98","1",0,0,"5",0,"98","98",1,"62",4,4,79,14,4,8,12,0,"3","2","7","1","1",2,1,"0","0",2,0,0,0,2,0,0,"7","1",8,"1","1","1",0,"2",NA,NA,NA,0,"1",3,1,28.7,32,13.2,63,63.1,2012,"1718","2","4","30"
49000,15925,"1",40,0,"57","98","1",0,0,"1",0,"98","98",0,"72",2,4,36,12,10,10,12,0,"1","4","7","2","1",3,1,"0","0",5,0,2,1,2,0,2,"7","1",8,"4","3","1",0,"2",1,1,0,0,"1",6,1,39.2,47,38.8,73,70.1,2012,"1720","2","2",NA
40425,26950,"1",40,0,"80","25","1",0,0,"1",0,"25","25",0,"48",1,1,33,16,12,NA,18,1,"1","4","7","1","4",4,1,"0","0",3,1,0,0,2,0,2,"7","2",4,"2","2","1",NA,"1",1,1,0,0,"2",6,1,62,60,76.3,50,70.3,2012,"1725","3","4","11"
58800,NA,"8",NA,0,"63","11","1",0,0,"1",0,"11","11",0,"20",1,3,48,16,12,12,16,0,"1","3","7","2","1",2,1,"0","0",5,0,0,3,2,0,3,"7","1",7,"1","3","1",0,"1",1,1,0,0,"1",3,1,68.6,47,65.3,48,70.5,2012,"1727","3","4","8"
40425,NA,"7",NA,0,"23","98","1",0,0,"1",0,"98","98",1,"14",1,1,39,20,14,13,14,0,"1","1","3","3","1",4,1,"0","0",3,1,0,0,2,0,1,"7","11",3,"1","1","4",1,"2",1,1,0,0,"2",3,1,86.5,64,82.5,73,70.1,2012,"1729","3","4",NA
58800,NA,"5",NA,0,"32","98","1",0,0,"5",0,"98","98",1,"63",3,2,71,17,3,6,18,0,"1","2","4","3","1",4,1,"8","4",2,0,0,0,2,0,0,"7","2",2,"2","2","2",1,"2",NA,NA,NA,0,"2",3,1,65.3,64,84.2,63,63.1,2012,"1732","3","4","15"
18375,18375,"1",40,0,"42","77","1",0,0,"1",0,"77","77",0,"89",4,4,36,14,12,11,13,0,"1","1","7","1","3",1,1,"0","0",1,0,0,0,1,NA,1,"7","1",8,"1","1","1",0,"2",1,0,1,0,"1",3,1,26.8,25,12.6,35,25,2012,"1759","2","4","8"
40425,6737.5,"7",NA,0,"25","82","1",1,0,"1",0,"82","82",0,"86",3,3,54,14,12,11,17,0,"1","3","7","3","1",2,1,"0","0",4,0,0,0,4,0,2,"7","2",7,"2","2","2",0,"2",1,1,0,0,"1",3,1,48.8,48,26.1,52,77.3,2012,"1761","2","4","8"
40425,NA,"5",NA,0,"98","85","1",0,0,"5",0,"85","85",0,"50",1,2,70,15,12,12,14,1,"1","3","9","3","1",3,1,"0","0",2,0,0,0,2,0,0,"7","2",3,"2","2","4",0,"2",NA,NA,NA,0,"1",3,1,52,63,63.1,63,79.3,2012,"1771","3","4","14"
40425,22050,"1",22,0,"91","43","1",1,0,"1",0,"43","43",1,"63",2,1,51,12,8,8,12,1,"1","3","7","1","1",3,1,"0","0",2,0,0,0,2,0,2,"7","4",0,"4","3","1",1,"2",1,1,0,0,"1",6,1,31,35,32,39,67.7,2012,"1781","2","4","14"
33075,26950,"5",NA,1,"20","98","1",0,0,"5",1,"98","98",1,"20",3,3,86,8,5,16,8,1,"1","2","4","1","1",2,1,"0","2",2,0,0,0,2,0,0,"4","1",6,"1","1","1",1,"3",NA,NA,NA,0,"1",3,NA,39.9,46,39.9,63,63.1,2012,"1805","3","4","14"
33075,7962.5,"7",NA,0,"20","38","1",0,0,"1",0,"38","38",0,"60",11,4,49,13,6,12,12,0,"3","2","4","1","1",3,1,"0","0",7,1,3,0,3,0,1,"4","12",6,"12",NA,"12",1,"3",1,1,0,0,"2",3,1,14,54,62.9,60,65.3,2012,"1809","4","4","97"
11637.5,980,"2",10,0,"36","82","1",0,0,"1",0,"82","82",1,"20",3,4,26,12,12,12,9,0,"1","2","4","1","1",2,1,"0","0",6,4,0,0,2,0,2,"4","1",2,"1","1","4",1,"3",1,1,0,0,"1",6,1,39.9,48,24.2,33,27.7,2012,"1822","2","4",NA
13475,9187.5,"1",50,1,"40","20","1",0,0,"1",1,"20","20",1,"20",2,2,59,12,8,8,12,0,"1","2","3","2","1",2,1,"0","0",2,0,0,0,2,0,2,"3","1",6,"1","1","1",0,"3",0,NA,1,0,"1",3,1,39.9,32,26.9,46,39.9,2012,"1826","2","4","11"
