"PARTYID","POLVIEWS","NATROAD","NATSOC","NATMASS","NATPARK","EQWLTH","TAX","SPKATH","COLATH","LIBATH","SPKRAC","COLRAC","LIBRAC","SPKCOM","COLCOM","LIBCOM","SPKMIL","COLMIL","LIBMIL","SPKHOMO","COLHOMO","LIBHOMO","CAPPUN","GUNLAW","COURTS","HELPFUL","FAIR","TRUST","CONFINAN","CONBUS","CONCLERG","CONEDUC","CONFED","CONLABOR","CONPRESS","CONMEDIC","CONTV","CONJUDGE","CONSCI","CONLEGIS","CONARMY","OBEY","POPULAR","THNKSELF","WORKHARD","HELPOTH","GETAHEAD","ABDEFECT","ABNOMORE","ABHLTH","ABPOOR","ABRAPE","ABANY","XMARSEX","HOMOSEX","POLHITOK","POLABUSE","POLMURDR","POLESCAP","POLATTAK","HELPPOOR","HELPNOT","HELPSICK","HELPBLK","YEAR","ID_","CLASS_"
"0",4,"2","3","2","2",5,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,"1","2","2","2","3","2","2","2","2","1","2","1","2","2","1","2","2",4,5,1,2,3,"3",1,1,1,1,1,1,"1","4",1,0,0,1,1,3,5,3,5,1987,"358","3"
"1",4,"2","2","3","2",7,"1",1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,"2","2","2","1","1","2","1","1","2","2","2","1","2","1","1","2","2",2,5,1,4,3,"1",1,1,1,1,1,1,"2","2",1,0,0,1,1,4,4,5,5,1987,"361","3"
"4",4,"2","2","1","2",5,"1",0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,"2","1","2","1","2","2","2","2","2","3","2","3","3","2","2","2","3",4,5,1,2,3,"1",1,0,1,0,1,0,"1",NA,1,0,0,1,1,5,5,3,4,1987,"366","3"
"1",4,"2","1","1","1",2,"2",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,"2","1","2","1","2","1","2","1","1","1","2","2","3","1","1","1","1",4,5,1,2,3,"1",1,0,1,0,1,0,"1","4",1,0,0,1,1,1,3,1,1,1987,"370","3"
"4",2,"2","1","2","2",5,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,"2","1","1","1","1","1","2","2","2","2","1","1","1","1","1","1","1",5,3,1,4,2,"1",1,1,1,1,1,1,"2","4",1,0,0,1,1,4,3,1,4,1987,"381","3"
"5",4,"1","2","1","2",4,"2",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,"2","1","2","1","2","2","2","2","2","2","2","2","3","2","1","1","2",4,5,1,2,3,"1",1,1,1,1,1,1,"3","3",1,0,0,1,1,4,3,4,2,1987,"388","3"
"5",3,"2","2","1","2",4,"1",1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,"2","2","1","1","2","2",NA,"2","2","3","2","2","2","1","1","2","2",3,4,2,1,5,"2",1,1,1,1,1,1,"1","1",1,0,0,1,1,4,3,5,5,1987,"395","3"
"5",4,"2","2","2","2",7,"1",1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,"2","1","2","1","2","2","2","2","3","3","2","2","2","2","2","3","2",4,5,1,2,3,"1",1,1,1,1,1,1,"1","1",1,0,0,1,1,3,3,1,3,1987,"399","2"
"4",5,"1","2","2","2",3,"2",1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,"2","2","2","1","2","2","2","2","1","3","2","2","2","1","2","2","2",3,5,1,2,4,"3",1,1,1,1,1,1,"1","4",1,0,0,1,1,3,2,4,2,1987,"401","3"
"5",6,"2",NA,"1","2",6,"2",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,"2","2","2","2","2","2","2","2","1","2","2","1","2","2","1","2","2",4,5,1,3,2,"1",0,0,0,0,0,0,"1","1",1,0,0,1,1,3,4,3,4,1987,"416","3"
"5",2,"2","2","2","2",3,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,"2","2","1","2","3","2","2","1","1","3","2","1","2","2","1","2","2",5,4,1,3,2,"1",1,1,1,1,1,1,"1","1",0,0,0,1,1,2,2,1,2,1987,"422","3"
"3",4,"1","1","2","1",4,"1",1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,"2","1","2","1","3","1","2","2","3","3","1","1","2","3","1","2","2",4,5,1,2,3,"1",1,0,1,0,1,0,"3","1",1,0,1,1,1,4,4,1,2,1987,"431","3"
"6",6,"2","3","2","2",7,"1",1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,"2","2","2","1","3","1","2","1","1","3","3","1","2","2","2","3","2",4,5,1,2,3,"1",1,1,1,1,1,1,"2","1",1,0,0,1,1,4,5,4,5,1987,"432","3"
"5",5,"2","3","2","2",5,"1",1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,1,1,"2","2","2","1","2","2","2","1","1","2","3","1","2","1","1","2","2",5,4,1,3,2,"1",1,0,1,0,1,0,"1","1",1,0,0,1,1,4,5,4,5,1987,"451","3"
"1",2,"2","2","1","1",1,"2",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,"3","1","2","1","3","2","2","2","3","3","1","1","3","1","1","2","3",3,5,4,2,1,"1",0,0,1,0,1,0,"1","1",1,0,0,NA,1,2,2,3,1,1987,"455","2"
"2",6,"1","1","2","1",2,"2",1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,"2","2","1","2","2","2","1","2","2","2","3","1","3","2","1","2","1",3,5,1,4,2,"3",1,1,1,1,1,0,"1","1",0,0,1,1,1,1,3,5,1,1987,"461","2"
"3",4,"2","2","2","2",4,"1",1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,"2","1","2","2","1","1","2","2","2","2","2","1","2","1","1","1","2",4,5,1,3,2,"1",1,1,1,0,1,1,"1","3",1,0,0,1,1,2,3,NA,2,1987,"465","2"
"3",2,"1","1","2","2",5,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,"2","1","2","1","1","2","2","2","2","2","2","1","2","2","1","2","2",4,5,1,3,2,"1",1,1,1,1,1,1,"4","4",0,0,0,1,1,3,3,3,2,1987,"467","3"
"5",4,"2","2","2","2",3,"1",1,1,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,"3","1","1","1","3","2","2","3","3","3","2","1","2","2","2","3","2",4,5,1,3,2,"1",1,1,1,0,1,0,"3","4",0,0,0,0,1,1,1,1,3,1987,"474","3"
"1",4,"2","1","2","2",3,"1",1,NA,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,"2","1","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2",1,5,4,2,3,"1",1,0,1,0,NA,0,"1","1",1,0,0,1,1,4,3,3,4,1987,"475","2"
"3",4,"2","1","3","2",2,"1",1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,1,"2","2","1","2","2","2","2","2","2","3","2","2","2","2","2","2","2",3,5,1,2,4,"1",1,1,1,1,1,1,"1","1",1,0,0,1,1,3,4,4,4,1987,"477","2"
"6",6,NA,"2","2","1",5,"2",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,"3","1","2","1","2","2","2","2","1","2","3","1","2","1","1","2","1",4,5,1,2,3,"3",1,1,1,1,1,1,"2","3",1,0,0,0,1,3,4,2,3,1987,"479","3"
"1",5,"2","2","2","2",6,"1",1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,"2","1","2","1","2","2","3","1","2","2","2","1","2","1","1","3","2",5,4,1,3,2,"3",1,1,1,1,1,1,"2","3",1,0,0,1,1,4,4,3,4,1987,"480","3"
"3",4,"1","1","1","1",1,"1",1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,"2","2","1","2","2","3","2","2","2","1","1","1","1","3","1","3","1",5,4,1,3,2,"3",1,1,1,1,1,1,"1","1",1,0,0,1,1,1,1,1,5,1987,"481","1"
"1",NA,"2","2","2","2",3,NA,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,1,"2","2","2","1","2","1","2","2","2","2","2","2","3","1","1","2","2",3,4,5,1,2,"2",1,1,1,1,1,1,"1","1",1,0,0,1,1,NA,NA,2,4,1987,"484","2"
"5",5,"2","2","1","1",5,"2",1,1,0,0,0,1,1,0,0,1,0,1,1,1,0,1,1,"2","1","2","1","1","2","3","2","3","3","2","1","2","1","1","1","2",5,4,1,2,3,"1",1,1,1,1,1,1,"2","1",0,0,0,1,1,4,4,2,2,1987,"486","3"
"3",4,"2","2","1","1",3,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,"2","1","2","2","2","2","2","2","2","2","3","1","3","2","2","2","2",5,4,1,3,2,"1",1,0,1,0,1,0,"2","3",1,0,0,0,1,3,2,2,2,1987,"488","2"
"1",3,"1","1","1","1",3,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,"2","2","2","1","2","2","1","2","2","2","2","2","2","2","2","2","2",4,5,1,3,2,"1",1,1,1,1,1,1,"2","4",1,0,0,1,1,3,3,2,3,1987,"492","2"
"5",3,"2","1","2","2",2,"2",1,0,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,"2","1","2","2","1","1","1","2","2","2","2","1","2","2","1","2","2",2,5,1,4,3,"1",NA,0,1,0,0,0,"1","1",1,0,0,1,1,1,2,2,2,1987,"494","2"
"0",4,"2","2","2","2",1,"1",1,NA,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,"2","2","2","2","3","2","2","2","2","2","2","2","2","1","2","2","2",4,5,1,3,2,"3",1,1,1,1,1,1,"3","4",1,0,0,1,1,3,3,4,2,1987,"495","3"
"1",4,"2","1","2","1",2,"1",0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,"2","2","2","2","1","1","2","1","2","2","1","1","1","2","1","2","2",4,5,1,2,3,"1",1,0,1,0,0,0,"2","2",0,0,0,0,1,2,2,4,3,1987,"496","2"
"5",5,"2","2","2","2",5,"2",1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,"2","1","2","1","2","2","2","1","2","2","3","1","2","1","1","2","2",3,5,1,2,4,"2",1,1,1,1,1,0,"1","1",1,1,0,1,1,4,4,4,4,1987,"511","3"
"5",6,"3","1","3","2",7,"1",1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,"2","1","2","1","1","1","1","1","1","3","2","2","3","1","1","2","1",2,5,3,1,4,"1",1,1,1,1,1,1,"2","1",1,0,0,1,1,4,4,4,4,1987,"514","3"
"0",4,"1","2","3","3",1,"2",1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,"2","1","2","1","2","1","1","1","3","1","2","1","2","2","1","3","1",4,5,2,3,1,"3",1,1,1,1,1,1,"1","1",1,0,0,1,1,5,5,5,5,1987,"522","3"
"5",5,"3","2","2","3",5,"2",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,"3","3","1","1","2","2","1","1","1","3","3","1","3","2","1","2","1",3,5,1,2,4,"1",1,0,1,0,1,0,"1","1",1,0,0,0,1,3,4,NA,3,1987,"523","3"
"0",2,"1","1","2","2",4,"1",1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,"2","2","1","1","2","2","2","2","3","2","1","1","2","1","1","2","2",4,5,1,2,3,"1",1,1,1,1,1,1,"1","2",1,0,0,1,1,3,2,3,3,1987,"525","2"
"1",2,"2","1","2","2",3,"1",0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,"2","2","2","2","1","1","2","1","2","2","2","1","2","1","1","2","1",2,5,4,3,1,"2",1,0,1,0,1,0,"1","1",1,0,0,1,1,3,3,3,3,1987,"527","3"
"5",5,"2","1","2","2",1,"1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,"2","1","3","3","2","1","1","2","2","3","2","1","2","2","2","3","2",4,5,1,3,2,"2",1,1,1,1,1,1,"1","1",1,1,0,1,1,1,2,2,1,1987,"530","3"
"2",4,"3","3","3","1",1,"1",0,0,1,0,0,1,0,1,0,0,1,0,NA,1,NA,1,1,"2","2","2","3","2","2","2","2","2","2","1","2","2","2","2","2","2",4,5,2,1,3,"1",1,0,1,0,1,1,"1","1",0,0,0,1,1,3,1,3,5,1987,"545","3"
"4",5,"2","3","1","1",5,"1",1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,"1","2","1","2","2","2","2","3","2","2","2","2","3","2","2","2","3",5,4,2,3,1,"2",1,0,1,0,1,0,"1","1",1,0,0,1,1,3,2,1,5,1987,"548","3"
"5",4,"2","1","2","2",4,"1",1,0,1,0,0,1,1,1,1,0,0,1,1,NA,1,NA,1,"2","2","2","2","2","2","2","2","2","3","2","2","2","1","1","2","2",4,5,1,2,3,"3",1,0,1,0,1,NA,"1","1",1,0,0,1,1,3,3,3,3,1987,"549","3"
"5",5,"2","1","2","2",1,"1",1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,"2","1","2","1","2","1","2","2","2","2","2","2","3","2","2","2","2",1,5,4,3,2,"1",0,0,0,0,0,0,"2","1",1,0,0,1,1,1,2,3,3,1987,"556","2"
"0",4,"2","2","2","2",7,"1",0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,"2","2","2","2","2","3","2","2","3","2","2","1","2","2","2","3","2",5,4,1,2,3,"1",NA,0,NA,0,NA,0,"1","1",1,0,0,1,1,5,4,4,5,1987,"557","2"
"5",6,"1","1","2","2",7,"1",0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,"2","1","2","1","2","2","2","2","2","3","3","1","2","2","2","2","2",4,5,1,3,2,"1",0,0,0,0,0,0,"1","1",1,0,0,1,1,3,4,3,4,1987,"580","3"
"2",4,"2","2","2","1",2,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,NA,0,"2","2","2","2","2","2","2","2","2","2","1","1","3","2","2","2","2",4,5,1,3,2,"1",1,1,1,1,1,1,"1","2",1,0,0,1,1,3,3,3,3,1987,"581","2"
"5",3,"2","1","1","2",5,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,"2","2","2","2","1","1","1","1","2","2","2","1","2","1","2","2","2",2,5,4,3,1,"1",1,0,1,0,1,0,"1","1",1,0,0,1,1,3,3,3,3,1987,"582","3"
"4",3,"2","2","2","2",5,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,"2","1","1","2","2","2","2","2","2","2","2","1","3","3","2","3","2",3,5,2,4,1,"1",0,0,0,0,0,0,"1","1",1,0,0,1,1,2,3,2,5,1987,"583","2"
"5",4,"2","2","1","2",3,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,NA,1,"2","2","2","1","2","2","1","2","2","2","2","2","2","1","2","2","2",4,5,1,3,2,"2",1,1,1,1,1,1,"1","1",1,1,NA,1,1,1,5,1,1,1987,"586","3"
"6",6,"1","3","3","2",7,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,"2","1","2","1","2","1","2","2","2","2","2","2","2","2","2","2","2",4,5,2,1,3,"1",1,0,1,0,1,0,"1","1",1,0,0,1,1,5,5,3,3,1987,"588","2"
"3",3,"1","1","2","2",7,"1",1,1,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,"2","2","1","2","3","2","3","2","2","2","3","2","2","3","2","3","2",4,5,1,2,3,"1",1,0,1,0,1,0,"1","1",1,0,0,1,1,3,4,3,2,1987,"589","2"
"4",5,"1","2","1","2",7,"2",1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,1,"2","1","2","1","2","1","2","2","2","2","2","2","3","1","2","2","3",1,5,4,3,2,"1",1,0,1,0,0,0,"1","1",1,0,0,1,1,4,3,3,4,1987,"591","2"
"6",6,"2","2","3","2",3,"1",0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,"2","2","2","1","2","1","1","2","2","2","2","1","2","2","2","3","2",4,5,1,3,2,"1",0,0,0,0,0,0,"1","1",1,0,1,1,1,3,4,3,4,1987,"594","2"
"2",3,"2","2","2","2",6,"1",1,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,"2","1","1","2","2","2","2","1","2","1","1","1","1","2","1","2","2",4,5,1,3,2,"3",1,1,1,1,1,1,"1","3",1,0,0,1,1,3,3,2,2,1987,"597","2"
"5",4,"1","2","2","2",6,"1",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,"2","1","2","1","2","1","2","2","2","3","3","1","2","1","2","2","2",4,5,1,3,2,"3",1,NA,1,NA,1,0,"1","1",1,1,0,1,1,5,5,5,5,1987,"609","2"
"5",4,"1","1","2","1",4,"1",1,1,0,1,1,0,1,1,0,0,0,1,1,1,0,1,1,"2","1","2","1","2","2","1","2","1","2","3","1","2","1","1","2","2",4,5,1,3,2,"1",1,0,1,0,1,0,"1","1",1,0,0,1,1,2,4,2,4,1987,"612","2"
"3",4,"1","1","2","1",4,"1",0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,1,"2","1","2","1","1","2","1","2","2","2","1","2","2","2","2","2","2",4,5,1,2,3,"1",1,1,0,0,1,0,"1","1",1,0,0,0,1,3,3,3,4,1987,"622","1"
"1",3,"1","2","1","1",4,"1",1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,"2","1","2","2","2","2","3","3","2","2","2","2","1","2","2","2","2",4,1,5,2,3,"1",1,0,1,0,1,0,"1","1",0,1,1,1,1,3,1,5,3,1987,"633","2"
"1",3,"1","1","2","2",3,"1",0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,"2","1","2","2","2","2","2","1","3","2","2","2","2","3","2","3","1",5,4,2,1,3,"1",1,0,1,0,1,0,"2","1",1,0,0,0,1,2,NA,1,NA,1987,"636","3"
"2",2,"1","2","1","2",6,"2",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,"3","1","2","1","1","2","2","2","2","2","3","2","3","2","2","2","3",5,4,1,2,3,"1",1,1,1,1,1,1,"1","4",1,0,0,1,1,2,3,2,2,1987,"679","3"
"3",2,"2","1","2","2",7,"1",1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,0,"2","2","1","3","2","2","2","3","2","3","3","2","3","2","2","2","3",1,5,2,3,4,"1",1,0,1,0,1,0,"1","1",1,0,0,1,1,5,5,4,3,1987,"684","2"
"1",3,"1","2","2","1",5,"2",1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,"3","2","1","2","2","2","3","2","2","2","2","2","2","2","2","1","2",4,5,1,2,3,"2",0,0,NA,0,NA,NA,"1","1",1,0,0,1,1,1,3,1,5,1987,"685","2"
"0",4,"3","2","1","2",3,"1",0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,"2","2","2","2","2","2","3","2","2","2","3","1","2","2","1","2","2",1,5,2,3,4,"1",1,0,1,0,1,0,"1","1",1,0,0,1,1,4,4,3,4,1987,"698","3"
"1",5,"2","1","2","2",6,"1",1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,"2","2","1","2","2","2","2","2","2","2","3","2","3","2","2","2","2",3,5,1,4,2,"2",1,1,1,1,1,1,"1","1",0,0,0,NA,1,3,3,3,4,1987,"699","2"
"5",6,"2","2","1","2",7,"1",1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,"2","1","2","2","1","2","1","2","3","3","3","1","2","2","1","3","2",4,5,1,2,3,"2",0,0,1,0,0,0,"2","2",1,0,0,1,1,5,5,5,5,1987,"701","3"
"1",4,"1","1","1","1",4,"1",1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,"2","2","2","3","1","1","2","3","3","2","2","1","2","3","3","3","2",5,4,1,2,3,"1",0,0,0,0,0,0,"1","1",1,0,0,0,1,3,2,3,5,1987,"715","2"
"6",2,"2","1","2","2",4,"2",0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,"2","2","2","2","1","2","2","2","2","2","2","1","2","2","1","2","2",5,4,3,2,1,"1",1,0,1,1,1,1,"1","1",0,NA,0,NA,0,1,1,5,1,1987,"729","2"
"4",5,NA,"1","2","2",6,"1",1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1,0,"2","2","2","2","2","2","2","2","1","2","2","1","2","1","2","2","2",4,5,1,3,2,"1",1,0,1,1,1,0,"1","1",1,0,0,1,1,4,3,3,3,1987,"732","3"
"6",NA,"2","2","2","2",7,"2",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,"2","1","2","1","3","2","3","2","1","3","2","2","3","2","1","2","2",5,3,1,4,2,"1",1,1,1,1,1,NA,"2","4",1,0,0,1,1,4,4,3,3,1987,"733","2"
"4",3,"1","1","1","1",4,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,"2","2","3","2","2","1","2","2","2","3","2","2","2","2","2","3","2",5,4,1,3,2,"2",1,1,1,1,1,1,"1","1",1,0,0,1,1,3,3,2,5,1987,"743","2"
"6",3,"2","2","2","2",3,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,"2","1","2","1","1","1","1","2","1","1","2","1","2","1","1","2","1",1,5,4,2,3,"1",1,1,1,1,1,1,"1","1",1,1,0,1,1,3,2,4,4,1987,"744","2"
"1",3,"1","1","1","2",3,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,0,1,1,1,"2","1","2","1","2","2","2","2","3","3","2","2","3","3","2","3","3",5,4,1,2,3,"1",1,0,1,0,1,0,"1","1",1,0,0,1,1,3,3,2,2,1987,"746","2"
"5",5,"2","1","1","2",5,"2",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,"2","2","1","2","2","1","1","2","2","2","2","2","2","2","2","2","2",2,5,1,3,4,"2",1,0,1,1,1,0,"2","1",1,0,1,1,1,2,3,3,3,1987,"749","3"
"5",4,"2","2","1","1",3,"2",1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,"2","1","2","2","2","2","2","1","1","2","2","1","3","2","2","1","1",3,4,1,5,2,"1",1,1,1,0,1,0,"1","1",1,0,0,1,1,3,2,3,3,1987,"751","3"
"4",4,"1","1","1","3",7,"1",1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,"2","1","2","2","1","2","2","2","2","2","3","1","2","3","1","2","1",3,5,1,2,4,"2",1,1,1,1,1,1,"1","1",1,1,1,1,1,3,4,3,5,1987,"756","4"
"5",6,"2","2","2","2",7,"2",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,"3","3","3","2","1","2","2","2","1","3","2","1","2","1","1","1","1",3,5,1,2,4,"1",1,1,1,1,1,1,"1","1",1,0,0,1,1,3,5,5,5,1987,"758","3"
"3",NA,"1","1",NA,NA,5,"1",1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,"1","2","1","2","2","2","1","1","2","2","2","1","3","2","2","2","2",5,4,2,1,3,"2",1,0,1,0,1,0,"1","1",1,0,0,1,1,3,3,3,5,1987,"762","2"
"0",2,"3","1","2","1",5,"2",0,0,1,0,0,1,0,1,1,0,0,1,1,1,NA,NA,1,"2","2","1","2","2","2","1","3","3","3","2","1","2","1","1","2","1",5,4,2,3,1,"1",0,0,1,0,NA,0,"1","1",1,0,0,1,1,1,2,1,1,1987,"781","2"
"6",6,"2","2","2","2",7,"2",1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,"2","1","2","1","1","1","2","1","1","3","2","2","2","1","1","2","1",4,5,2,3,1,"1",1,1,1,1,1,1,"1","1",1,0,0,1,1,3,4,3,4,1987,"790","4"
"0",2,"1","1","2","1",1,"2",0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,"2","1","1","2","1","2","1","1","1","1","1","1","2","1","1","1","1",1,3,4,5,2,"1",0,0,1,0,1,0,"1","1",1,0,0,1,1,2,3,2,4,1987,"793","2"
"5",6,"2","1","2","2",1,"1",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,1,0,"3","1","3","1","3","1","1","3","1","3","2","2","2","2","3","2","1",4,5,3,2,1,"3",1,1,1,0,1,0,NA,"1",0,0,0,1,1,1,3,2,5,1987,"806","1"
"1",4,"2","1","2","2",1,"1",1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,"2","1","2","1","2","2","2","1","2","2","2","2","2","2","2","2","2",4,5,1,3,2,"3",1,1,1,1,1,1,"2","1",1,0,0,1,1,1,3,1,5,1987,"813","2"
"2",5,"2","1","2",NA,3,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,"2","2","1","2","3","2","2","2","3","3","3","2","3","2","2","3","3",4,5,1,3,2,"2",1,1,1,1,1,1,"1","1",1,0,0,1,1,3,3,3,3,1987,"814","2"
"1",4,"2","1","1","2",4,"1",0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,"2","1","2","1","2","2","2","1","1","2","2","2","2","2","1","2","1",3,5,1,4,2,"1",1,1,1,NA,1,NA,"1","1",0,0,0,1,1,2,3,2,NA,1987,"835","3"
"3",3,"1","2","2","2",7,"2",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,"3","1","2","1","3","2","3","2","3","2","3","2","3","3","1","2","2",4,5,1,2,3,"1",1,1,1,1,1,1,"2","1",1,0,0,1,1,5,5,4,4,1987,"837","3"
"1",4,"3","1","1","2",5,"2",0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,"2","1","2","1","2","2","2","2","2","3","2","2","2","2","1","1","1",4,5,1,3,2,"1",0,0,0,0,0,0,"1","1",1,1,0,1,1,1,1,1,3,1987,"843","2"
"5",5,"2","1","2","1",4,"2",0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,"3","1","2","1","1","1","1","2","2","3","3","1","3","2","2","2","1",3,5,2,1,4,"3",0,0,1,0,1,0,"1","1",1,0,0,1,1,3,3,3,5,1987,"854","3"
"2",5,"2","2","3","2",3,"2",1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,"2","1","2","1","2","3","1","2","2","3","2","1","2","2","2","3","2",2,5,3,4,1,"1",1,1,1,1,1,1,"2","1",1,0,0,1,1,3,3,3,5,1987,"858","3"
"5",3,NA,"1","3","2",5,"1",1,1,0,1,1,0,1,0,0,0,0,1,1,1,0,1,1,"2","2","2","1","2","1","3","2","1","2","1","2","2","1","1","1","2",5,3,1,2,4,"3",1,1,1,1,1,1,"2","4",1,0,0,1,1,3,5,2,4,1987,"876","3"
"4",3,"3","2","2","1",4,"1",0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,"2","2","2","2","1","1","2","1","1","1","1","1","3","1","1","1","1",2,4,1,5,3,"1",1,1,1,0,1,0,"3","1",0,0,1,1,1,3,3,5,5,1987,"885","2"
"1",4,"2","1","2","2",4,"1",1,0,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,"2","1","1","1","2","1","2","2","2","2","1","1","1","1","2","2","2",3,5,1,4,2,"1",1,0,1,0,1,0,"1","1",1,0,0,0,1,NA,2,3,4,1987,"889","3"
"3",4,"2","1","2","2",3,"1",1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,"2","2","1","2","2","2","3","2","2","3","3","2","2","1","2","2","2",3,5,1,2,4,"2",1,0,1,1,1,0,"3","3",1,0,0,1,1,3,3,3,4,1987,"893","3"
"0",2,"2","2","2","2",1,"1",1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,"2","2","2","2","2","2","2","2","2","2","2","1","2","2","1","2","2",5,4,1,2,3,"1",1,0,1,0,1,0,"1","1",0,0,0,0,1,3,1,1,NA,1987,"896","2"
"5",3,"1","2","3","2",7,"2",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,"2","1","1","2","3","1","3","2","1","3","1","2","2","1","1","2","3",5,4,1,3,2,"1",1,0,1,0,0,0,"1","1",1,0,0,1,1,3,5,5,5,1987,"898","2"
