"PARTYID","POLVIEWS","NATROAD","NATSOC","NATMASS","NATPARK","EQWLTH","TAX","SPKATH","COLATH","LIBATH","SPKRAC","COLRAC","LIBRAC","SPKCOM","COLCOM","LIBCOM","SPKMIL","COLMIL","LIBMIL","SPKHOMO","COLHOMO","LIBHOMO","CAPPUN","GUNLAW","COURTS","HELPFUL","FAIR","TRUST","CONFINAN","CONBUS","CONCLERG","CONEDUC","CONFED","CONLABOR","CONPRESS","CONMEDIC","CONTV","CONJUDGE","CONSCI","CONLEGIS","CONARMY","OBEY","POPULAR","THNKSELF","WORKHARD","HELPOTH","GETAHEAD","ABDEFECT","ABNOMORE","ABHLTH","ABPOOR","ABRAPE","ABANY","XMARSEX","HOMOSEX","POLHITOK","POLABUSE","POLMURDR","POLESCAP","POLATTAK","HELPPOOR","HELPNOT","HELPSICK","HELPBLK","YEAR","ID_","CLASS_"
"0",6,"1","1","1","1",1,"1",1,1,0,1,1,0,0,1,1,0,0,1,1,1,0,1,1,NA,"3","3","3","1","2","1","1","2","3","2","2","2","2","2","2","2",1,4,5,2,3,"1",1,1,1,1,1,1,"1",NA,1,0,1,1,1,3,3,3,1,2010,"1763","2"
"5",4,"2","1","2","2",5,"1",1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,"2","2","3","2","3","2","1","2","3","2","2","2","2","2","1","3","2",3,5,1,4,2,"1",1,0,1,0,1,0,"1","1",1,0,0,1,1,3,4,1,5,2010,"1782","2"
"3",6,"2","1","2","1",4,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,"2","2","1","2","2","2","3","2","3","1","2","2","3","2","2","3","3",4,5,3,1,2,"2",0,0,0,0,0,0,"1","1",1,0,0,1,1,2,3,3,3,2010,"1797","2"
"5",6,"2","1","1","1",5,"1",1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,"3","3","2","1","2","1","2","2","1","2","3","2","2","1","1","2","1",5,4,1,2,3,"1",1,0,1,0,1,0,"2","4",1,0,0,NA,1,4,4,4,5,2010,"1811","3"
"1",3,"1","1","2","2",4,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,"2","2","2","2","3","3","2","2","2","2","3","2","3","2","2","3","1",4,5,3,1,2,"1",1,1,1,1,1,1,"2","4",1,1,0,1,1,2,2,1,5,2010,"1814","3"
"2",4,"2","1","1","2",6,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,"2","1","2","1","3","3","2","2","3","2","3","2","1","1","1","3","1",4,5,1,2,3,"1",1,1,1,1,1,1,"1","4",1,0,0,1,1,4,5,3,4,2010,"1816","3"
"5",4,"2","2","2","2",5,"2",1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,"2","1","2","1","2","2","2","2","2","2","3","1","2","2","2","2","1",4,5,3,1,2,"1",1,1,1,1,1,1,"1","4",1,0,0,1,1,4,4,4,5,2010,"1818","2"
"0",4,"1","1","3","3",5,"1",1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,"2","1","2","1","2","2","1","1","2","2","3","2","3","2","2","2","2",2,4,5,3,1,"1",0,0,0,0,0,0,"1","1",1,0,0,1,1,3,3,3,3,2010,"1831","3"
"6",6,"2","3","2","2",7,"2",1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,"2","1","2","1","3","3","1","3","3","2","3","2","3","3","2","3","2",5,3,4,2,1,"1",NA,1,1,1,1,1,"1","1",1,0,0,0,1,5,5,5,5,2010,"1832","3"
"5",4,"1","1","1","2",3,"2",NA,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,0,"2","1","3","2","1","1","2","2","2","2","2","2","3","2","1","2","1",1,5,4,2,3,"2",0,0,1,0,0,0,"1","1",1,0,0,1,1,2,1,3,3,2010,"1834","2"
"7",4,"2","1","2","1",4,"1",0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,"2","2","1","2","2","2","1","2","2","2","3","2","3","2","2","2","1",1,5,4,3,2,"1",0,0,0,0,0,0,"1","1",1,0,0,1,1,1,5,3,5,2010,"1860","2"
"3",6,"1","1","2","1",7,"2",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,"2","2","1","2","2","3","2","2","3","3","3","2","3","3","2","3","1",2,5,4,1,3,"1",1,1,1,1,1,1,"1","1",1,0,0,1,1,5,5,3,5,2010,"1865","2"
"4",4,"2","1","2","2",7,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,"2","2","1","2","1","2","2","2","3","2","1","1","1","1","1","2","1",4,5,3,1,2,"2",1,1,1,1,1,1,"2","1",1,0,0,1,1,5,2,2,3,2010,"1867","2"
"0",1,"1","1","1","2",1,"2",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,"2","1","3","1","3","3","3","2","2","1","2","2","3","2","2","2","1",2,5,1,4,3,"2",1,1,1,0,1,0,"1","4",0,0,0,0,1,1,1,1,1,2010,"1886","2"
"4",4,"2","1","2","2",6,"2",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,"2","2","2","1","3","2","2","2","3","2","3","2","3","2","2","2","1",3,5,1,2,4,"1",1,0,NA,0,NA,0,"1","1",1,0,0,1,1,3,3,3,3,2010,"1888","2"
"4",4,"2","1","3","1",1,"1",1,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,0,"2","2","1","2","3","3","3","2","3","2","2","3","2","2","2","2","1",4,5,1,2,3,"2",1,0,1,0,1,0,"1","1",1,0,0,1,1,2,4,1,4,2010,"1914","2"
"1",2,"2","2","2","2",5,"2",1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,"2","2","1","2","1","1","1","1","2","2","2","1","1","1","1","1","1",2,5,4,1,3,"1",1,1,1,1,1,0,"1","1",1,1,1,1,1,3,3,3,3,2010,"1927","3"
"0",4,"2","1","2","2",3,"1",0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,"1","2","1","2","3","2","2","1","2","2","3","2","1","2","2","3","2",2,5,1,3,4,"1",1,0,1,0,1,0,"1","1",1,0,0,1,1,3,1,3,3,2010,"1930","1"
"3",4,"1","2","1","3",4,"1",1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0,0,"3","1","2","1","3","2","2","2","3","3","3","2","3","2","1","3","2",2,5,1,3,4,"1",NA,NA,1,0,NA,0,"1","1",1,0,0,0,1,3,3,5,5,2010,"1934","2"
"0",4,"1","1","1","2",1,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,"2","2","1","2","3","2","2","2","1","1","3","1","3","1","1","1","1",3,5,4,1,2,"1",1,0,1,0,1,1,"1","1",1,0,0,1,1,4,5,1,5,2010,"1954","2"
"2",6,"2","1","1","2",4,"2",0,0,1,0,0,1,0,1,1,0,0,1,1,1,1,NA,0,"3","1","1","2","2","3","1","2","2","2","3","2","3","2","2","2","1",4,5,1,3,2,"1",1,0,0,0,0,0,"1","1",1,NA,1,0,1,3,4,NA,4,2010,"1962","2"
"6",7,"2","3","3","2",7,"1",0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,"2","2","1","3","1","1","1","2","2","3","3","1","3","2","2","3","1",4,5,1,2,3,"2",0,0,0,0,0,0,"1","1",1,1,0,1,1,3,5,5,5,2010,"1970","3"
"5",3,"1","2","2","1",7,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,"2","2","2","1","2","1","2","2","3","3","3","2","3","1","1","2","2",4,5,2,1,3,"1",1,1,1,1,1,1,"1","1",NA,0,0,NA,1,4,5,4,5,2010,"1976","3"
"6",6,"3","1","2","2",7,"1",1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,"2","2","1","2","1","2","1","1","3","2","2","1","1","1","1","3","1",4,5,3,2,1,"1",0,0,1,0,0,0,"1","1",1,0,0,1,1,4,3,4,5,2010,"1981","3"
"5",4,"1","1","1","2",7,"2",1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,"2","1","2","1","3","3","2","2","3","3","2","2","2","1","1","3","1",4,5,1,2,3,"1",1,0,1,0,1,0,"1","4",1,0,0,1,1,4,5,4,5,2010,"1992","2"
"1",7,"1","1","2","1",1,"2",0,0,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,"3","1","2","2","2","2","1","2","1",NA,"1","1","2","1","2","1","2",1,4,3,5,2,"1",0,0,0,0,0,0,"1","1",NA,0,0,1,1,1,1,1,1,2010,"2022","3"
"5",4,"2","1","1","2",5,"1",1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,NA,"2","1","2","3","2","2","2","3","2","3","2","3","2","2","3","2",5,4,2,1,3,"1",1,0,1,0,1,0,"1","4",1,0,0,1,1,NA,3,4,4,2010,"2034","2"
"1",4,"2","2","2","2",7,"2",0,0,0,0,0,NA,1,0,NA,0,1,0,1,1,0,1,1,"3","1","2","3","2","2","2","1","2","2","2","1","1","1","1","2","1",5,4,3,1,2,"2",1,1,1,1,1,1,"1",NA,0,0,1,0,0,2,3,2,5,2012,"26","3"
"3",3,"1","2","3","2",5,"1",1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,NA,NA,"1","2","1","2","1","2","1","3","2","1","2","2","1","1","1","1",2,5,4,3,1,"1",1,1,1,0,NA,1,"3","4",0,0,1,0,0,3,5,3,5,2012,"34","2"
"1",2,"2","3","1","2",5,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,"3","1","1","2","3","3","3","3","2","2","3","1","1","1","3","3","3",4,5,1,2,3,"2",1,1,1,1,1,1,"2","4",1,0,0,1,1,2,2,1,2,2012,"41","3"
"5",5,"1","3","2","2",6,"1",0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,"2","1","2","3","2","2","2","3","2","3","3","1","3","2","2","3","2",4,5,1,3,2,"2",1,1,1,1,1,1,"1","4",1,0,0,1,1,3,5,3,4,2012,"45","4"
"5",4,"1","2","1","2",5,"2",1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1,"2","1","2","1","2","2","3","3","3","2","3","2","3","1","2","2","1",4,5,2,3,1,"1",1,1,1,1,1,1,"3","4",0,0,0,0,0,4,5,4,5,2012,"47","4"
"2",3,"1","2","2","2",3,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,"3","1","2","2","2","2","2","2","3","3","2","1","2","1","2","2","2",4,5,3,2,1,"2",1,1,1,NA,1,1,"2","4",1,0,0,1,1,2,2,2,2,2012,"55","3"
"0",3,"2","2","2","2",3,"1",1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,"1","1","2","1","3","2","2","2","2","2","2","2","2","2","2","2","2",5,4,1,3,2,"3",1,1,1,1,1,1,"2","4",1,0,0,1,1,3,3,2,4,2012,"77","3"
"1",2,"3","1","2","3",1,"1",0,0,1,0,0,1,0,1,1,1,0,1,1,1,0,1,1,"2","3","1","2","1","2","3","2","3","2","1","2","2","2","1","3","1",3,5,2,1,4,"1",1,1,1,1,1,0,"1","4",NA,0,1,0,0,1,1,1,1,2012,"87","2"
"1",2,"2",NA,"2","2",1,"1",NA,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,NA,"2","1","2","2","2","2","2","2","2","2","1","2","2","1","2","2",1,5,4,3,2,"1",1,0,1,0,1,0,"1","4",0,0,0,1,1,1,3,1,NA,2012,"96","2"
"0",4,"1","2","1","1",4,"1",1,0,0,1,0,0,1,NA,0,1,0,0,1,1,0,1,1,"3","2","3","2","3","2","2","2","2","2","3","2","2","1","2","3","2",4,5,1,2,3,"2",1,1,1,1,1,1,NA,NA,1,1,0,1,1,3,5,4,5,2012,"97","3"
"5",3,"3","2","2","3",1,"2",0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,1,1,"1","2","1","2","2","1","1","1","3","2","1","1","2","1","2","2","1",4,5,3,1,2,"1",0,0,1,0,0,0,"1","1",0,0,0,1,1,1,1,5,1,2012,"104","2"
"0",2,"1","1","1","1",2,"2",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,NA,"1","2","1","3","2",NA,"2","2","2","2","3","3","2","1","2","2",5,4,1,2,3,"1",1,1,1,1,1,1,NA,"4",1,0,0,1,1,3,1,1,3,2012,"107","3"
"0",2,"1","3","1","2",3,"1",1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,"2","2","1","2","3","2","2","2","2","2","3","2","2","2","2","3","2",4,5,2,1,3,"2",1,1,1,1,1,1,"2","4",0,0,0,0,1,2,3,1,3,2012,"111","3"
"4",4,"1","1","1","2",1,"2",1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,"2","1","2","1","3","2",NA,"2","2","3","3","2","2","2","2","2","1",4,5,1,3,2,"1",1,1,1,1,1,1,"2","4",NA,1,0,1,1,3,3,1,5,2012,"114","3"
"0",2,"1","2","2","2",1,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,NA,"2","2","2","3","2","2","2","1","3","3","2","3","2","1","3","3",4,5,1,3,2,"3",1,0,1,0,1,0,"1","1",1,0,0,1,1,3,2,2,3,2012,"126","2"
"3",3,"2","1","2","2",1,"2",1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,1,1,"1","2","1","2","3","2","1","2","2","2","3","2","2","3","2","2","2",1,5,2,3,4,"1",1,0,1,0,0,0,"1","4",0,0,0,1,1,1,1,1,1,2012,"128","3"
"1",4,"1","1","1","2",2,NA,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,NA,"2","2","1","3","2","3","2","2","2","2","2","3","2","1","2","2",5,4,2,3,1,"3",1,1,1,1,1,1,"2","4",1,0,0,1,1,2,3,2,2,2012,"170","3"
"3",7,"3","1","1","3",1,"3",1,1,0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,"2","2","2","2","2","2","3","1","1","2","2","1","2","1","1","2","1",1,5,2,3,4,"1",1,1,1,1,1,1,"1","1",0,0,1,0,1,3,3,3,3,2012,"180","2"
"5",6,"2","3","1","1",7,"2",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,"2","1","1","2","2","3","2","3","2","2","3","2","3","2","2","2","1",4,5,3,1,2,"1",0,0,0,0,0,0,"1","1",1,0,0,1,1,5,5,5,5,2012,"183","2"
"5",5,"1","2","2","2",5,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,NA,"1","1","2","2","2","2","1","2","3","1","1","1","1","1","2","2",4,5,1,2,3,"1",1,1,1,1,1,1,"2","4",1,0,0,1,1,4,4,3,4,2012,"189","3"
"1",4,"2","2","2","2",5,"2",1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,"1","2","2","1","2","2","1","1","2","1","1","1","1","1","1","2","1",3,5,4,2,1,"1",1,1,1,0,1,0,"4","4",1,0,0,1,1,3,3,1,3,2012,"211","2"
"0",2,"1","2","1","1",3,"2",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,"1","1","2","1","2","2","1","1","2","2","2","1","2","2","1","2","2",4,5,1,3,2,"2",1,1,1,1,1,1,"1","4",1,0,0,1,1,3,2,2,3,2012,"216","3"
"1",4,"2","1","2","2",5,"2",1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,"2","1","2","2","3","3","2","2","3","2","2","2","2","1","2","3","1",5,4,1,2,3,"2",1,0,1,0,1,0,"1","1",1,0,0,1,1,3,3,1,3,2012,"252","3"
"1",3,"2","1","2","2",1,"1",0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1,"2","1","1","2","3","2","3","1","2","2","3","1","3","2","2","2","1",3,4,5,1,2,"1",1,1,1,1,1,1,"1","4",1,0,0,0,1,1,1,1,5,2012,"258","2"
"5",5,"2","2","2","2",5,"2",1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,"2","2","2","2","2","2","2","2","3","3","2","2","2","2","2","3","2",4,5,1,2,3,"3",1,0,1,0,0,0,"3","4",1,0,0,1,1,4,4,4,4,2012,"260","3"
"5",4,"2","2","2","2",4,"1",1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1,"2","1","2","1","3","1","2","1","2","3","3","1","3","1","1","3","1",5,4,1,2,3,"1",1,1,1,1,1,1,"1","3",1,0,0,1,1,3,2,3,5,2012,"262","3"
"6",6,"1","3","1","2",7,"1",1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,"2","1","2","1","2","1","1","2","3","3","3","1","3","1","1","3","1",1,5,2,3,4,"1",0,0,1,0,0,0,"1","1",1,0,0,1,1,5,5,5,5,2012,"266","3"
"1",4,"2","3","1","2",4,"1",1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,"2","1","3","2","3","2","3","3","2","2","2","2","2","2","2","2","2",4,5,3,2,1,"2",1,1,1,1,1,1,"1","4",0,0,0,1,0,4,4,1,4,2012,"280","3"
"6",7,"2","2",NA,"2",7,"1",1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,"3","2","1","1","2","3","2","2","3","2","3","3","2","2","2","3","2",3,5,1,4,2,"1",0,0,1,0,0,0,"1","1",1,0,0,1,1,3,3,3,4,2012,"303","3"
"2",4,"1","1","1","2",3,"2",1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,NA,1,NA,"1","2","3","2","1","2","2","2","3","1","1","2","2","1","3","1",4,5,1,3,2,"1",0,1,1,1,1,1,"2","4",1,0,0,1,1,3,4,2,4,2012,"304","3"
"3",4,"2","2","2","2",4,"2",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,"3","1","2","1","3","2","2","3","2","3","3","1","3","1","1","2","1",4,5,1,2,3,"1",1,1,1,NA,1,1,"1","4",1,0,0,1,1,3,3,3,4,2012,"313","4"
"1",5,"2","3","2","2",5,"3",1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0,1,"1","1","2","1","2","2","2","2","2","2","1","2","3","2","1","3","1",3,5,2,1,4,"1",1,1,1,1,1,1,"2","4",1,0,0,1,1,3,5,1,5,2012,"315","3"
"0",5,"2","1","1","1",3,"1",1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,"3","1","2","2","2","1","1","2","2","2","2","2","1","2","1","2","1",3,5,2,1,4,"2",0,0,1,0,1,0,"1","1",1,0,0,0,1,3,1,3,4,2012,"319","3"
"5",4,"2","2","2","2",3,"2",1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,"2","1","2","1","2","2","2","2","2","2","3","1","2","1","1","2","2",1,5,4,2,3,"1",1,0,1,0,1,1,"1","1",1,1,1,1,1,NA,3,3,NA,2012,"325","3"
"2",2,"2","1","2","2",1,"1",1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,"2","2","2","2","2","2","2","1","2","2","2","1","2","1","1","3","1",5,4,1,2,3,"3",0,0,1,0,0,0,"1","4",1,0,0,1,1,3,2,1,3,2012,"333","3"
"4",6,"2","1","2","2",6,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,"2","1","1","2","3","2","2","2","2","3","2","2","3","2","2","3","1",4,5,1,2,3,"1",1,1,1,1,1,0,"1","4",1,1,0,1,1,4,5,4,5,2012,"335","2"
"2",3,"1","2","1","2",2,"2",1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,"3","1","2","1","2","1","2","1","1","2","1","1","2","1","1","2","1",5,4,1,3,2,"1",1,1,1,0,1,1,"2","4",1,0,0,1,1,3,3,3,3,2012,"342","3"
"2",2,"1","1","2","1",1,"1",1,NA,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,"2","1","2","1","3","2","3","2","1","1","2","2","3","2","3","1","1",4,5,3,2,1,"2",1,0,1,0,1,0,"1","1",1,0,0,1,1,3,3,2,5,2012,"346","2"
"4",5,"1",NA,"1","2",4,"2",1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,"2","1","3","1","2","2","2","1","2","3","2","1","3","2","2","2","1",4,5,2,3,1,"1",0,0,0,0,0,0,"1","1",1,0,0,1,1,3,5,3,NA,2012,"357","3"
"3",6,"1","1","2","2",4,"1",0,1,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1,"2","2","2","2","2","2","2","1","2","2","2","3","2","1","2","3","1",2,4,5,3,1,"1",0,0,0,0,0,0,"1","4",0,0,0,0,1,1,1,1,3,2012,"368","2"
"1",2,"2","1","1","1",2,"2",1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,"1","1","2","1","3","3","3","2","2","2","2","2","3","2","2","3","3",5,4,1,2,3,"1",1,1,1,1,1,1,"2","4",0,0,0,1,1,2,2,1,2,2012,"378","3"
"1",6,"1","2","2","2",6,"1",0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,"2","1","2","2","2","2","3","3","2","2","2","2","2","2","2","3","2",1,5,4,2,3,"1",1,1,1,1,1,1,"1","1",0,0,1,0,0,5,1,5,5,2012,"383","3"
"1",5,"1","2","3","1",3,"1",0,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,"2","1","2","1","1","1","1","2","1","1","2","1","2","1","1","2","1",4,5,3,1,2,"1",1,1,1,1,1,1,"1","4",1,0,0,1,1,4,2,2,4,2012,"405","4"
"5",4,"1","1","2","2",7,"1",1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,"1","2","1","2","3","2","2","3","2",NA,"3","1","2","3","1","3","3",4,5,3,2,1,"1",1,1,1,1,1,1,"1","1",1,0,0,1,1,3,4,1,5,2012,"408","3"
"1",1,"1","1","1","1",4,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,NA,"2","1","2","2",NA,"3","1","2","1","3","3","2","2","1","3","1",5,4,1,2,3,"1",1,1,1,1,1,1,"1","4",0,0,0,0,1,3,3,3,3,2012,"410","3"
"0",2,"1","2","1","2",2,"2",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,"3","1","2","1","3","1","3","1","1","2","2","1","2","2","1","3","2",4,5,1,3,2,"3",1,1,1,1,1,1,"1","3",0,0,0,0,0,2,3,2,2,2012,"413","3"
"6",6,"1","1","2","2",7,"2",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,NA,"2","2","1","2","2","2","2","3","2","3","2","3","1","2","2","1",3,5,2,1,4,"1",0,0,0,0,NA,0,"1",NA,1,0,0,1,1,5,4,4,5,2012,"421","3"
"0",2,"1","2","2","2",2,"2",1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,NA,"1","2","1","3","2","3","2","1","2","2","1","3","3","1","3","1",3,5,4,1,2,"2",1,1,1,1,1,1,"1","4",1,0,0,1,1,2,2,2,3,2012,"463","3"
"5",4,"1","3","1","2",7,"1",1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,NA,"1","2","1","1","1","2","2","3","3","3","1","3","1","1","3","1",5,4,1,2,3,"2",1,1,1,1,1,1,"3","4",1,1,0,1,1,4,5,3,5,2012,"466","3"
"1",4,"1","1","1","1",4,"1",1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,"3","1","2","1","3","1","1","1","1","1","2","1",NA,"3","1","3","2",5,4,2,3,1,"2",1,0,1,1,1,1,"1","1",NA,0,0,1,1,1,1,1,3,2012,"470","3"
"6",6,"1","1","1","3",4,"2",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,"2","2","1","2","3","2","2","2","1","2","3","2","2","3","2","2","1",3,5,4,1,2,"1",0,0,0,0,0,0,"2","2",1,0,0,1,1,4,2,3,5,2012,"483","2"
"0",3,"1","2","1","1",3,"1",1,0,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,"3","1","1","2","2","2","3","1","2","2","3","2","3","2","3","2","2",1,5,2,3,4,"3",0,0,1,0,0,0,"1","1",1,0,0,1,1,3,3,2,1,2012,"489","2"
"2",1,"2","2","2","2",1,"2",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,"1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2",2,5,4,3,1,"3",0,1,1,1,1,0,"4","3",0,0,1,0,0,1,3,1,5,2012,"498","2"
"3",6,"1","3","3","1",2,"2",0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,1,"3","2","1","2","3","1","2","3","2","2","2","2","1","2","2","3","1",3,5,2,4,1,"2",0,0,1,0,1,0,"1","4",1,1,0,1,1,5,4,4,5,2012,"500","2"
"4",4,"2","2","2","2",4,"2",0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,"2","2","2","2","1","1","1","1","1","2","1","1","1","1","1","1","1",2,5,3,1,4,"1",1,0,NA,0,1,0,"2","1",0,0,0,0,1,5,3,3,5,2012,"504","2"
"0",1,"1","2","1","1",2,"3",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,"1","1","2","1","3","3","2","2","1","1","2","1","3","2","1","2","1",4,5,1,3,2,"3",1,1,1,1,1,1,"2","4",1,0,0,1,1,2,2,1,1,2012,"508","3"
"7",6,"2","3","2","3",7,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,"2","1","2","1","3","1","2","3","3","3","3","2","3","3","2","3","2",4,5,2,1,3,"1",1,1,1,1,1,1,"1","4",1,0,0,1,1,4,5,5,5,2012,"516","3"
"3",3,"2","1","2","2",3,"2",0,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,"3","2","1","2","2","2","2","1","2","2","2","2","2","2","2","2","2",4,5,2,3,1,"1",0,0,1,0,0,0,"1","2",1,0,0,1,1,3,3,3,5,2012,"518","1"
"5",NA,"2","1","2","2",2,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,"2","2","1","2","3","2","3","2","3","3","3","2","2","2","2","3","2",5,4,1,2,3,"1",1,0,1,0,1,0,"1","4",1,0,0,1,1,3,4,2,5,2012,"533","2"
"5",6,"2","3",NA,"2",7,"1",1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,NA,0,NA,"1","2","2","1","1","2","1","3","2","1","1","1","2","1","2","1",3,5,1,2,4,"1",NA,0,1,0,0,0,"1","1",0,NA,1,NA,1,4,5,4,5,2012,"539","2"
"3",5,"2","1","1","1",7,"2",0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,"3","2","1","2","2","2","2","3","2","2","2","3","1","2","2","2","1",1,5,4,2,3,"1",0,0,0,0,0,0,"1","1",1,0,0,1,1,3,3,1,5,2012,"565","3"
"1",6,"2","2","2","2",3,"2",1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,0,1,"2","2","1","2","3","3","3","1","3","3","3","2","2","1","2","2","2",1,5,3,2,4,"1",1,1,1,1,1,1,"1","4",1,0,0,1,1,1,2,4,3,2012,"569","2"
"5",5,"2","2","1","1",7,"2",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,"3","2","1","1","2","1","1","2","2","2","2","2","2","1","2","2","1",5,4,3,1,2,"1",1,1,1,1,1,1,"2","4",1,0,0,1,1,5,5,4,5,2012,"574","3"
"1",5,"2","1","1","1",5,"2",0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,NA,"2","2","2","3","2","2","1","2","3","3","2","3","1","1","2","1",2,5,1,3,4,"2",1,1,1,0,1,0,"1","1",0,0,1,1,0,4,1,3,5,2012,"583","2"
"2",3,"1","2","1","2",1,"3",1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,"1","1","2","1","3","2","3","1","1","2","2","1","2","2","1","2","1",4,5,3,2,1,"1",1,1,1,1,1,1,"1","4",1,0,0,1,1,3,3,1,3,2012,"585","3"
